BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,10600.0,80397.0,203341.0,2.661144926,0.0,0.0,11.96373328,,7.0,18.73208974
0,1932.080286,83217.0,101359.0,1.0,0.0,0.0,54.74662201,2.0,24.0,40.76038718
0,8055.536629000001,27666.0,56218.0,0.016194767,0.0,0.0,249.8511899,0.0,10.0,39.52832634
0,10600.0,64546.0,84576.0,0.0,,,173.6252843,,35.0,28.97180377
0,10600.0,48018.0,68963.0,2.0,0.0,0.0,186.7575926,1.0,16.0,30.65574434
0,10600.0,56352.0,75277.0,5.0,0.0,0.0,98.37727819,2.0,15.0,26.24239431
0,10600.0,72022.0,82238.0,2.282103362,1.0,2.0,181.76894040000002,3.0,30.0,39.59414827
0,10600.0,58701.0,67967.0,10.0,0.0,0.0,116.53228929999999,1.0,19.0,31.54021826
0,10700.0,5653.7878869999995,107044.0,0.0,0.0,0.0,66.75832547,0.0,19.0,36.84646682
0,10700.0,56197.0,79272.0,18.0,0.0,0.0,218.9816622,1.0,16.0,34.01535961
0,1193.112578,126751.0,49035.44675,8.0,0.0,0.0,225.87035219999999,0.0,19.0,34.13705457
0,10700.0,48322.0,64383.0,0.0,1.0,0.0,185.25673469999998,2.0,12.0,28.03080155
0,10700.0,83650.0,203720.0,11.0,0.0,0.0,13.58869396,,8.0,19.58771055
0,10700.0,124330.0,176350.0,8.0,0.0,0.0,222.63433930000002,1.0,19.0,33.96477734
0,10700.0,55341.0,78062.0,2.870784917,0.0,1.0,192.59685459999997,0.0,12.0,28.82864931
1,10700.0,55043.0,68609.0,1.706353662,0.0,0.0,46.27217596,1.0,17.0,25.44884453
0,10700.0,73996.0,92766.0,15.0,0.0,1.0,102.1474286,0.0,9.0,25.384062699999998
0,10700.0,59588.0,69166.0,6.0,0.0,0.0,133.90650520000003,0.0,17.0,36.18085758
0,10700.0,49573.0,68125.0,2.0,0.0,0.0,223.2,0.0,10.0,
1,10700.0,122000.0,148000.0,0.7,0.0,0.0,165.33333330000002,7.0,29.0,
1,10700.0,34000.0,49756.0,0.9,1.0,0.0,230.3,8.0,8.0,
0,10700.0,67523.0,85560.0,5.0,0.0,0.0,126.84293490000002,0.0,35.0,26.00166533
1,10700.0,41144.0,59375.0,2.0,0.0,0.0,73.6,1.0,18.0,
0,10700.0,50210.0,27874.04307,9.0,0.0,0.0,95.03916828,2.0,34.0,40.39623344
0,10700.0,13221.26465,67661.0,27.0,0.0,2.0,188.53398909999999,0.0,24.0,38.58937235
0,10700.0,147477.0,181050.0,6.0,0.0,0.0,190.0210849,1.0,55.0,34.69816239
0,10700.0,115118.0,83291.59741,6.0,1.0,0.0,174.3418233,0.0,19.0,31.75799058
0,10700.0,110789.0,36197.478689999996,6.0,0.0,1.0,178.6374675,0.0,19.0,31.88893638
0,10700.0,51224.0,70399.0,5.0,,,110.67744170000002,,23.0,42.93929441
0,10700.0,52209.57062,9208.55927,9.0,0.0,0.0,205.0076003,3.0,28.0,41.58720119
0,4352.527972999999,29569.0,47842.0,12.0,,1.0,144.81717460000002,7.0,28.0,36.78458201
0,10800.0,199000.0,226000.0,11.0,0.0,0.0,236.3666667,0.0,22.0,
1,10800.0,50010.89808,107374.0,9.0,0.0,0.0,97.86132576,0.0,36.0,36.99638566
0,3937.2534600000004,98568.0,121994.0,15.0,0.0,0.0,270.2651653,0.0,16.0,33.65829222
0,10800.0,32870.0,46040.38527,,,,,,,38.49024696
1,10800.0,35602.0,73077.0,,0.0,1.0,179.89656000000002,1.0,20.0,53.58488301
0,10800.0,5710.70233,31030.812560000002,24.0,0.0,0.0,268.9,0.0,20.0,
0,6949.933439,70214.0,83882.0,4.0,1.0,2.0,172.79930090000002,3.0,30.0,38.58882359
0,10800.0,49254.0,80527.0,2.0,0.0,2.0,202.5374304,0.0,13.0,29.55158314
0,9709.601629,44355.0,57742.0,8.336621955,0.0,1.0,129.73199209999999,0.0,22.0,38.04276786
0,10800.0,125732.0,184667.0,2.428366059,0.0,0.0,212.2234688,0.0,19.0,33.92078997
0,10800.0,31149.0,67239.0,,,,,,,35.26543738
0,10800.0,80203.0,98731.0,4.0,0.0,0.0,113.42514569999999,2.0,31.0,41.47407381
0,10800.0,64181.0,70996.0,4.0,0.0,0.0,171.7595791,2.0,17.0,33.22779359
1,10800.0,57892.0,78900.0,15.0,0.0,3.0,329.1666667,1.0,14.0,
0,10800.0,,,,,,,,,
1,10800.0,75000.0,87400.0,7.0,1.0,0.0,101.4666667,2.0,19.0,
1,10800.0,32220.487460000004,66700.0,2.0,0.0,0.0,110.56666670000001,5.0,26.0,
0,10800.0,41515.63905,86060.0,6.0,0.0,0.0,102.6650708,0.0,23.0,30.09500969
0,10800.0,67740.0,108135.0,11.0,0.0,0.0,163.2738318,1.0,12.0,38.38349838
1,10800.0,194485.0,228670.0,1.0,0.0,0.0,75.45815036,,4.0,28.37013088
0,10800.0,56477.0,94980.0,17.0,0.0,0.0,179.9173626,0.0,28.0,25.21073966
0,10800.0,78898.0,86567.0,9.0,0.0,0.0,179.8308288,0.0,12.0,40.29195198
0,10800.0,27619.35695,22638.04886,3.0,0.0,0.0,308.75917569999996,0.0,9.0,34.09578509
0,10800.0,61791.0,78361.0,5.0,0.0,0.0,94.51806778,2.0,15.0,28.08852465
1,10800.0,24182.0,39750.0,0.105758719,0.0,0.0,176.83333330000002,0.0,36.0,
0,10800.0,,49495.0,4.005539908,,,141.1652982,,8.0,21.07999894
0,10800.0,83441.0,92148.0,5.0,0.0,0.0,119.145844,1.0,26.0,40.97863532
0,10800.0,49953.0,75322.0,0.0,0.0,0.0,58.89273133,8.0,21.0,23.87594619
0,10800.0,67171.0,82138.0,2.0,0.0,0.0,89.12452631,0.0,6.0,38.803146399999996
0,10800.0,13365.0,66979.0,9.0,2.0,1.0,346.9796514,1.0,22.0,16.48162968
0,10800.0,89139.0,122571.0,8.0,,,,,,40.78052715
0,10800.0,42191.0,57224.0,15.0,0.0,0.0,68.81082617,0.0,11.0,30.51822975
0,10800.0,61767.0,67832.47623,15.0,0.0,0.0,228.98545319999997,3.0,32.0,37.91433471
1,10900.0,86754.0,110000.0,1.62380381,0.0,2.0,103.4333333,0.0,19.0,
0,10900.0,57494.0,66704.0,6.0,,,115.31274909999999,,24.0,39.51098574
0,10900.0,,76207.0,,,,,,,22.392611600000002
0,10900.0,49406.0,83074.0,1.0,0.0,1.0,191.8151231,0.0,13.0,30.12455569
0,10900.0,22513.0,52355.0,1.0,0.0,0.0,248.58340869999998,0.0,10.0,39.20462501
1,10900.0,,1857.585482,,0.0,0.0,59.54870268,1.0,2.0,24.19590363
0,10900.0,,66691.0,,0.0,0.0,349.7523621,0.0,7.0,34.34334852
0,10900.0,16228.51255,70783.0,19.0,0.0,1.0,404.90439330000004,0.0,11.0,23.61012437
0,10900.0,56793.0,68825.0,3.0,0.0,0.0,225.8890415,0.0,9.0,34.72787519
0,10900.0,13194.70188,35792.0,3.0,,,,,,37.10471224
0,10900.0,51990.0,76918.0,0.0,0.0,1.0,180.8181023,0.0,12.0,29.55540653
0,10900.0,59029.0,76120.0,0.948218659,0.0,0.0,231.73414440000002,0.0,10.0,36.02568383
0,10900.0,116030.0,125179.0,6.0,0.0,0.0,177.0858449,0.0,19.0,33.84909254
0,10900.0,1120.696158,61014.0,10.0,0.0,0.0,72.49466093,0.0,23.0,35.66764597
1,10900.0,49352.0,31553.44598,7.0,0.0,1.0,78.83361763,2.0,23.0,36.17495524
0,11000.0,14046.0,34777.0,5.0,0.0,0.0,256.63415200000003,0.0,11.0,22.44794332
0,11000.0,88252.0,112567.0,11.0,0.0,0.0,224.71557650000003,2.0,15.0,39.52685236
0,11000.0,52602.0,61496.0,13.0,0.0,0.0,107.3400662,0.0,22.0,37.69910859
1,11000.0,60513.0,110485.0,3.0,1.0,1.0,126.7719289,1.0,17.0,40.03139332
0,2545.781605,76958.0,88607.0,9.0,0.0,0.0,175.4118267,0.0,12.0,39.21677518
0,11000.0,21738.0,86586.0,20.0,0.0,0.0,241.0607911,0.0,10.0,25.21859995
0,11000.0,77929.0,102942.0,8.0,0.0,0.0,173.82988369999998,0.0,34.0,33.89777255
0,5140.948663,68354.88819,108653.0,15.0,0.0,0.0,206.9034809,2.0,15.0,37.74304708
0,11000.0,57554.0,68222.0,14.0,0.0,0.0,215.43179390000003,3.0,32.0,36.5693479
0,11000.0,21780.0,48202.12408,19.0,0.0,0.0,240.682581,0.0,10.0,24.40433511
0,11000.0,63314.0,67390.37455,15.0,0.0,0.0,244.0177745,3.0,32.0,36.54257022
0,8329.347027,8974.722143,63805.0,9.0,0.0,0.0,88.60602346,0.0,22.0,38.0261511
0,11000.0,50716.0,61492.0,3.0,0.0,1.0,90.23032976,0.0,20.0,38.25586202
1,11000.0,77517.0,38618.32958,2.0,2.0,0.0,352.3791379,0.0,28.0,28.03021421
0,11000.0,56795.0,70014.0,3.0,0.0,1.0,319.7957713,0.0,10.0,33.59617086
1,11000.0,45000.0,63775.0,6.6443433679999995,0.0,0.0,173.16666669999998,0.0,18.0,
1,11000.0,49000.0,66922.0,11.0,0.0,2.0,91.0,3.0,32.0,
0,11000.0,108095.0,137000.0,3.0,0.0,0.0,277.0,1.0,46.0,
0,11000.0,15129.0,29375.0,6.0,0.0,1.0,102.4333333,0.0,17.0,
0,11000.0,74596.0,98000.0,4.568242463,0.0,0.0,108.53333329999998,1.0,27.0,
0,11000.0,85149.0,106820.0,7.066823457000001,0.0,0.0,240.43333330000002,0.0,25.0,
0,11000.0,102000.0,85190.7895,3.0,0.0,0.0,125.8,1.0,26.0,
0,11000.0,63847.0,86500.0,26.0,0.0,0.0,170.43333330000002,2.0,14.0,
1,11000.0,24550.748340000002,70438.0,2.0,3.0,1.0,115.6,1.0,25.0,
0,11000.0,66400.0,81500.0,9.5,0.0,0.0,215.06666669999998,0.0,65.0,
1,11000.0,63975.0,235000.0,4.0,5.0,0.0,123.76666670000002,1.0,17.0,
1,11000.0,53700.0,68000.0,6.0,0.0,0.0,101.5,0.0,13.0,
1,11000.0,62227.0,66300.40605,9.0,0.0,5.0,123.76666670000002,3.0,34.0,
1,11000.0,41000.0,63450.0,2.9,,,,,,
1,11000.0,122751.0,140000.0,5.0,0.0,0.0,116.7,2.0,30.0,
1,11000.0,85474.0,118125.0,2.5,2.0,0.0,132.9333333,1.0,9.0,
0,11000.0,131949.0,165096.0,5.0,0.0,0.0,440.42125369999997,0.0,42.0,26.90476645
0,11000.0,116361.0,143318.0,15.0,,1.0,181.07079330000002,1.0,32.0,30.03284549
0,11000.0,54641.0,65705.0,5.0,0.0,0.0,323.1929276,0.0,10.0,33.29962839
0,11000.0,85758.0,108661.0,11.0,0.0,0.0,255.28741540000001,0.0,24.0,29.43486714
0,11000.0,60123.0,74887.0,3.0,0.0,1.0,242.24976119999997,2.0,16.0,37.68016976
0,11000.0,43614.0,60831.0,3.0,0.0,2.0,84.44474615,0.0,20.0,36.67364815
0,11000.0,83639.0,98081.0,6.541804432,0.0,0.0,155.37122030000003,4.0,22.0,42.53968571
0,11000.0,50178.0,64427.0,3.009956453,0.0,0.0,67.63628905,1.0,11.0,28.68992836
0,6671.390041,77723.0,107245.0,5.0,0.0,0.0,115.55852959999999,0.0,26.0,26.91192966
0,6509.0254079999995,46093.0,60563.0,4.0,0.0,0.0,190.48216430000002,1.0,21.0,29.57814813
1,11000.0,85008.0,73223.0,7.0,0.0,2.0,197.1200454,0.0,23.0,41.44105202
0,11000.0,106762.0,123138.0,2.0,0.0,0.0,131.0119157,0.0,25.0,32.80374334
0,11000.0,92521.0,110704.0,13.0,0.0,0.0,208.8984853,2.0,16.0,39.25043329
1,11000.0,49000.0,68000.0,2.0,2.0,3.0,9.1,3.0,15.0,
0,11000.0,,56851.0,10.0,0.0,0.0,308.4356492,2.0,13.0,31.07561658
0,11000.0,48893.0,113223.0,7.0,0.0,1.0,237.09808130000002,0.0,9.0,22.00337641
0,11100.0,47689.0,52910.0,21.0,1.0,1.0,224.48075010000002,1.0,18.0,34.94707658
0,11100.0,59232.0,71157.0,5.0,,,108.21716049999999,,24.0,40.09183182
0,11100.0,,19922.47663,5.0,,,175.7568875,,8.0,22.95686376
1,11100.0,52028.0,5740.602874,,0.0,2.0,194.48489730000003,1.0,12.0,30.79767437
0,11100.0,79226.0,8007.413374,2.068080801,0.0,1.0,179.6482736,1.0,12.0,40.67090473
0,3915.5730729999996,72402.0,86584.0,8.0,0.0,0.0,102.9720787,0.0,22.0,29.655713199999997
0,11100.0,3491.5199799999996,45697.32507,20.0,0.0,2.0,403.96540089999996,1.0,12.0,21.75864261
1,11100.0,,26400.0,8.0,0.0,0.0,,2.0,0.0,
0,11100.0,82849.0,113913.0,10.0,0.0,1.0,167.3610299,0.0,27.0,35.76333348
0,11100.0,27861.0,47737.0,8.0,0.0,0.0,89.49211666,0.0,4.0,34.05094936
0,11100.0,40285.62974,100139.0,5.0,0.0,0.0,108.53256359999999,0.0,26.0,26.0992587
0,11100.0,80922.0,31646.15352,3.0,0.0,0.0,90.88129226,2.0,31.0,38.12081058
0,11100.0,,88.7237512,,0.0,0.0,364.3759758,0.0,7.0,36.67473432
1,11100.0,68784.0,85464.0,2.0,0.0,0.0,117.9983043,0.0,14.0,36.04425176
0,11100.0,52029.0,23830.43251,4.0,0.0,1.0,250.2521648,2.0,16.0,38.48364845
0,11100.0,61856.0,77275.0,4.0,0.0,1.0,243.7137741,1.0,16.0,36.56411956
0,11100.0,105226.0,122901.0,3.0,0.0,0.0,113.6887804,1.0,26.0,33.89664298
0,11100.0,53232.0,3189.441965,16.0,0.0,0.0,183.2062075,0.0,29.0,26.87488997
1,11100.0,52900.0,60420.24756,,1.0,1.0,93.1103527,,8.0,40.76145307
0,11100.0,13498.365880000001,89976.0,9.0,0.0,0.0,163.7035554,1.0,12.0,39.27188478
0,11100.0,31999.0,61406.0,31.0,0.0,0.0,239.05055660000002,0.0,19.0,20.96127294
0,11100.0,,,,,,,,,26.23245922
0,11100.0,54496.0,17774.79459,6.0,0.0,0.0,125.76577490000001,0.0,16.0,35.50677407
0,11100.0,56999.0,67427.0,8.0,0.0,0.0,139.513915,0.0,16.0,35.892436100000005
0,11100.0,67366.0,102936.0,9.0,0.0,0.0,213.2814957,0.0,20.0,19.07865117
1,11100.0,35782.0,45550.0,8.0,0.0,0.0,109.28434579999998,0.0,3.0,36.15980592
0,11100.0,148235.0,87480.45293,4.0,0.0,0.0,198.80971709999997,0.0,55.0,33.53872615
0,11100.0,48031.0,107561.0,5.0,0.0,1.0,226.7811051,0.0,9.0,24.19032663
0,11100.0,43167.0,60209.0,3.0,0.0,1.0,80.36819698,0.0,20.0,37.49079883
0,11100.0,50350.0,58837.0,6.0,0.0,0.0,80.84321682,0.0,10.0,28.79316627
0,11200.0,32562.0,47220.0,8.0,,1.0,151.2858674,7.0,29.0,38.01913505
0,11200.0,66868.0,107794.0,10.0,0.0,0.0,152.92982849999999,1.0,12.0,39.64082898
0,11200.0,93649.0,113833.0,13.0,0.0,0.0,205.11724569999998,3.0,16.0,39.12613026
0,11200.0,29348.0,87351.0,14.49846437,0.0,0.0,224.3948946,0.0,11.0,26.129627300000003
0,11200.0,44966.0,55114.0,1.0,0.0,0.0,173.96189740000003,1.0,21.0,37.456622100000004
0,11200.0,23181.0,80140.0,21.0,0.0,0.0,221.41809339999998,0.0,10.0,25.46264153
0,11200.0,68890.0,84059.0,7.27852311,0.0,0.0,254.01968939999998,3.0,36.0,41.433943799999994
0,11200.0,17411.0,1146.515218,10.0,0.0,0.0,267.97010950000004,0.0,13.0,22.08919992
1,11200.0,114000.0,139200.0,5.0,0.0,0.0,213.56666669999998,1.0,36.0,
0,11125.19657,56842.0,35975.602119999996,0.339806275,0.0,0.0,144.7952204,0.0,17.0,33.8858765
1,11200.0,10635.44111,65125.0,6.0,2.0,0.0,12.17692857,0.0,1.0,33.24121888
0,11200.0,62752.0,73003.0,10.54818882,0.0,0.0,226.56590490000002,3.0,31.0,38.33979805
0,11200.0,65508.0,103523.0,12.0,0.0,0.0,154.4273677,0.0,12.0,37.575436100000005
0,11200.0,153103.0,181849.0,6.0,0.0,0.0,186.249507,0.0,55.0,33.99556536
1,11200.0,68990.0,81922.0,12.0,0.0,1.0,120.88581119999999,2.0,23.0,43.15987533
1,11200.0,,48150.0,2.388408577,,,165.76801719999997,,9.0,22.30223437
0,11200.0,19496.0,73140.0,20.0,0.0,1.0,399.24269189999995,1.0,12.0,23.37450457
0,3203.373982,57377.0,75038.0,4.0,0.0,0.0,91.21996117,1.0,15.0,25.14027972
0,11300.0,124205.0,196124.0,0.0,0.0,1.0,332.7233895,0.0,15.0,40.12016832
0,3484.4018079999996,64437.0,79857.0,5.0,0.0,0.0,88.78915597,2.0,14.0,27.89926789
0,11300.0,61810.0,79817.0,6.0,0.0,0.0,98.2241442,1.0,14.0,25.52507894
0,11300.0,,66345.0,,0.0,0.0,357.1438193,0.0,6.0,34.60197381
0,11300.0,62168.0,80681.0,6.0,0.0,0.0,117.37622920000001,0.0,34.0,27.69452127
0,11300.0,6904.250365999999,71353.0,29.0,1.0,2.0,176.9129878,1.0,24.0,38.54444186
0,11300.0,46120.0,52911.0,19.0,0.0,0.0,229.4415778,1.0,17.0,36.33481436
0,11300.0,77926.0,89216.0,6.0,0.0,0.0,146.8101541,2.0,26.0,39.46696422
0,11300.0,129489.0,195105.0,0.0,0.0,1.0,356.3134858,0.0,16.0,41.63401796
0,11300.0,54984.0,60557.71049,4.0,0.0,0.0,190.92093,1.0,16.0,28.08685484
0,11300.0,40752.0,53683.0,22.0,0.0,1.0,129.75806210000002,0.0,23.0,38.42588111
0,11300.0,,28600.0,20.0,0.0,0.0,190.0312176,0.0,15.0,39.00867302
1,11300.0,29000.0,59900.0,3.0,1.0,0.0,91.63333333,4.0,11.0,
1,11300.0,56602.0,71500.0,11.0,2.0,1.0,52.8,12.0,20.0,
0,11300.0,66814.0,82021.0,4.0,2.0,3.0,173.7118385,3.0,29.0,38.55692945
0,11300.0,16115.0,69113.0,22.0,0.0,2.0,403.5149997,0.0,12.0,22.16824452
0,11300.0,77846.0,101984.0,5.0,0.0,0.0,112.38484550000001,1.0,27.0,28.29873364
0,11300.0,114392.0,214523.0,2.0,0.0,0.0,132.09765990000002,1.0,15.0,26.25183034
1,11300.0,62568.0,9747.382437,4.0,0.0,3.0,295.33466969999995,0.0,19.0,28.60025223
1,11300.0,,,,,,,,,
0,11300.0,78902.0,100332.0,4.0,0.0,0.0,116.99879950000002,0.0,26.0,34.68307147
0,11300.0,,8724.815672,,,,,,,22.57724619
0,11300.0,74783.0,23382.38445,5.0,0.0,0.0,85.66483372,0.0,34.0,35.94785471
0,11400.0,,29374.0,20.0,0.0,0.0,207.93025580000003,1.0,15.0,38.95512474
0,9663.879898000001,,38246.0,,,0.0,88.88697534,0.0,10.0,37.65838877
0,11400.0,75705.0,90727.0,5.0,0.0,0.0,143.1010326,2.0,27.0,42.16992673
0,10893.61974,66491.0,89553.0,3.667272229,0.0,0.0,212.7832827,0.0,16.0,31.12013265
0,11400.0,55965.0,78051.0,6.0,0.0,0.0,96.29202022,2.0,14.0,27.17323223
0,11400.0,59813.0,72873.0,13.0,0.0,0.0,234.33024049999997,4.0,31.0,39.35147085
0,11400.0,125486.0,195284.0,0.0,0.0,0.0,354.2902872,0.0,15.0,38.14306879
0,11400.0,43530.0,56600.0,21.0,0.0,0.0,114.982979,0.0,23.0,39.481662899999996
0,11400.0,56789.0,74016.0,7.0,0.0,0.0,127.6254746,0.0,16.0,33.02714356
0,11400.0,51203.0,60716.0,2.0,0.0,0.0,99.10408262,0.0,20.0,38.23531293
0,11400.0,,44849.0,6.0,,,163.2745947,,9.0,23.48111664
0,7942.1105019999995,,27439.0,27.0,0.0,0.0,208.1771125,0.0,5.0,23.83011058
0,11400.0,28043.0,87684.0,17.70597341,1.0,1.0,229.17795919999998,0.0,10.0,25.48999451
0,11400.0,84380.0,202186.0,13.0,0.0,0.0,34.91437168,,7.0,18.84034872
0,11400.0,112930.0,144830.0,2.0,0.0,0.0,271.23803730000003,1.0,46.0,33.25107931
0,3621.355982,84278.0,200480.0,14.0,0.0,0.0,4.412770061,,8.0,19.11248507
0,11400.0,64934.0,74875.0,3.0,0.0,0.0,192.31448269999999,2.0,16.0,34.34375572
0,11400.0,10788.549140000001,61395.0,1.0,0.0,0.0,188.8866824,1.0,12.0,26.95045128
0,11400.0,52068.0,80643.0,2.0,0.0,2.0,199.08772109999998,0.0,13.0,29.46213408
0,11500.0,56720.0,82738.0,17.0,0.0,0.0,200.41695430000001,0.0,16.0,34.01983769
0,11500.0,104790.0,122169.0,16.0,1.0,0.0,266.12105660000003,0.0,16.0,34.08217846
0,11500.0,53651.0,87547.0,18.0,0.0,0.0,191.3968875,0.0,16.0,34.36865089
0,11500.0,116430.0,215014.0,3.0,0.0,0.0,132.0936343,0.0,14.0,26.86456847
0,11500.0,43945.0,63337.0,2.0,0.0,1.0,193.7424854,0.0,21.0,27.62349396
0,11500.0,53151.0,71645.0,7.0,0.0,0.0,135.800476,0.0,16.0,35.85161441
0,6841.27313,70409.0,89099.0,9.0,0.0,0.0,169.401652,0.0,11.0,40.17443006
0,11500.0,61264.0,75647.0,11.0,0.0,0.0,262.8901879,3.0,36.0,39.5478827
0,11500.0,44097.0,58336.0,0.0,0.0,0.0,173.3183208,0.0,20.0,38.19162603
0,11500.0,77143.0,86862.0,6.631303608,0.0,1.0,164.59640290000002,1.0,12.0,39.44969272
1,11500.0,21096.0,38952.0,13.0,0.0,0.0,129.7,0.0,5.0,
1,11500.0,47597.57,75937.5,13.5,0.0,0.0,89.4,0.0,7.0,
1,11500.0,67000.0,83000.0,0.812944718,,,,,,
1,11500.0,62000.0,83000.0,0.0,5.0,1.0,177.56666669999998,2.0,34.0,
0,11500.0,64371.0,69419.62786000001,2.0,0.0,0.0,162.1162539,1.0,35.0,39.79119896
0,11500.0,63136.0,81099.0,3.0,,,149.0647448,,35.0,28.97594012
0,11500.0,29281.0,37717.0,15.0,0.0,0.0,61.91544466,0.0,9.0,30.70242855
0,8510.039736,51435.65415,118861.0,10.68984597,0.0,1.0,203.7002024,1.0,16.0,37.59695145
0,11500.0,,64037.0,,0.0,0.0,354.1745808,0.0,7.0,34.35573924
0,11500.0,59781.0,69864.0,4.0,0.0,1.0,312.547396,0.0,9.0,31.18180135
0,11500.0,22758.0,36922.0,7.0,0.0,1.0,103.0481171,0.0,16.0,19.0201683
0,7127.018897,82326.0,94599.0,0.0,4.0,0.0,,0.0,3.0,29.89362148
0,11600.0,64143.0,78851.0,6.0,0.0,3.0,201.369922,3.0,29.0,35.79580494
0,11600.0,92613.0,108515.0,11.0,0.0,0.0,206.82258810000002,3.0,16.0,39.11103947
1,11600.0,44623.0,,13.0,6.0,2.0,178.0932217,0.0,29.0,21.33465191
1,11600.0,57939.0,69774.0,5.0,0.0,0.0,91.99164592,0.0,12.0,72.26409333
0,11600.0,50433.0,107092.0,5.0,0.0,1.0,225.1816913,0.0,9.0,24.95259473
0,10535.21157,89205.0,128462.0,10.0,0.0,0.0,128.12359750000002,0.0,21.0,37.52332471
0,11600.0,22635.0,33353.0,6.0,0.0,0.0,85.57207035,0.0,16.0,19.22387267
0,2581.236715,35865.0,50000.0,,0.0,0.0,78.13333333,0.0,15.0,
1,11600.0,57200.0,72500.0,5.0,0.0,0.0,34.46666667,4.0,15.0,
1,11600.0,45917.0,60000.0,10.0,0.0,1.0,304.3666667,3.0,27.0,
0,11600.0,96882.0,118914.0,13.0,0.0,0.0,176.2219109,2.0,17.0,34.7577402
0,11600.0,28654.0,47042.0,10.0,,0.0,158.0847883,7.0,29.0,38.47750484
0,11600.0,30545.2638,56514.0,31.0,0.0,0.0,237.8189664,0.0,19.0,20.1815824
0,11600.0,33379.0,51821.0,31.0,0.0,0.0,247.1205918,0.0,19.0,23.66108403
0,11600.0,64510.0,71105.0,5.0,0.0,0.0,150.26333200000002,1.0,34.0,43.23918712
0,6477.662297999999,57436.0,72460.0,11.0,0.0,0.0,255.12603019999997,0.0,27.0,28.94553179
0,11600.0,60788.44923,198705.0,0.0,0.0,0.0,341.0473292,0.0,16.0,39.96325851
1,11600.0,73079.0,101219.0,7.0,0.0,0.0,152.249875,0.0,33.0,34.24962074
0,11600.0,,36474.0,,,1.0,93.72713803,0.0,10.0,37.20295356
0,11700.0,42151.0,45998.47777,22.0,0.0,0.0,122.03036180000001,0.0,23.0,40.08314453
1,11700.0,,67940.0,3.0,3.0,4.0,204.02559319999997,1.0,38.0,
0,11700.0,78789.0,91342.0,5.0,0.0,0.0,128.3606743,2.0,27.0,41.95268179999999
0,11700.0,4801.712118,85090.0,18.0,0.0,0.0,192.25318230000002,0.0,16.0,35.06486468
0,11700.0,95411.0,117927.0,11.11576452,0.0,0.0,177.9266958,1.0,17.0,34.49056413
1,11700.0,54085.0,68239.0,2.0,1.0,2.0,8.055265077,3.0,15.0,32.01265858
1,11700.0,51600.0,72399.0,15.0,0.0,1.0,125.36336999999999,4.0,20.0,
0,11700.0,52650.0,63646.0,0.0,1.0,0.0,194.7609999,1.0,13.0,27.61084406
0,11700.0,59932.0,80313.0,14.0,0.0,0.0,238.48646159999998,0.0,32.0,44.474917700000006
0,11700.0,39972.587889999995,59097.0,,0.0,0.0,74.99809859999999,0.0,15.0,39.49702872
0,11700.0,,69125.0,,,,,,,23.76683213
0,11700.0,84863.0,91737.0,0.0,4.0,0.0,,0.0,4.0,30.33081149
0,7231.475657999999,63724.0,82252.0,13.0,0.0,0.0,233.24887940000002,3.0,37.0,40.07527584
0,11700.0,59506.0,85000.0,3.0,0.0,0.0,37.56666667,2.0,4.0,
1,11700.0,69100.0,85000.0,3.8,3.0,0.0,80.1,0.0,22.0,
1,11700.0,62400.0,78000.0,20.0,0.0,0.0,216.06666669999998,2.0,24.0,
1,11700.0,16902.222319999997,93707.0,7.0,3.0,0.0,162.579837,2.0,51.0,69.48065039
0,11700.0,37093.0,62116.0,,,,,,,37.01094877
0,11700.0,74783.0,86227.0,7.0,0.0,0.0,116.75680049999998,0.0,23.0,28.01922708
0,11700.0,64278.0,76055.0,12.0,0.0,0.0,245.2951629,0.0,26.0,28.43996584
0,11700.0,15163.0,46644.14213,19.0,0.0,2.0,378.8258185,1.0,11.0,20.09078333
0,11700.0,56441.0,42778.358060000006,17.0,0.0,0.0,198.03271759999998,0.0,16.0,33.93116342
0,11700.0,47314.231210000005,103016.0,1.0,0.0,0.0,69.80569767,2.0,24.0,38.44838712
0,11700.0,55119.0,67931.0,4.0,0.0,0.0,199.41069919999998,2.0,16.0,27.61633851
0,11700.0,56990.0,83334.0,4.0,0.0,2.0,177.43269890000002,0.0,13.0,30.9986945
0,11700.0,101520.0,110617.0,18.0,0.0,2.0,198.5433481,1.0,16.0,38.72125945
0,11700.0,96532.0,107600.0,12.0,0.0,0.0,214.8698168,2.0,15.0,40.28741144
0,11700.0,68059.0,36875.20618,3.0,,,175.6585679,,35.0,30.25396992
1,11800.0,74512.0,93328.0,4.0,5.0,0.0,117.91882,,16.0,58.29598994
0,11800.0,118053.0,125325.0,5.0,0.0,0.0,181.1720651,0.0,18.0,33.20039733
0,11800.0,17530.100980000003,615.1390576,0.0,0.0,0.0,160.7499314,0.0,21.0,37.12951204
0,11800.0,79131.0,102263.0,5.0,0.0,0.0,105.2538926,0.0,34.0,36.07097887
1,11800.0,67678.0,108092.0,13.0,0.0,7.0,126.6582316,0.0,36.0,37.16268969
0,11800.0,,65769.0,,0.0,0.0,357.33268219999997,0.0,7.0,34.32727654
0,11800.0,21813.0,30436.0,3.706894156,0.0,1.0,104.0116359,0.0,16.0,19.40846123
