BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON,JOB
0.0,5000.0,,26550.0,1.7,0.0,0.0,276.96666666666664,1.0,14.0,,DebtCon,Other  
0.0,5000.0,70470.0,77908.0,5.0,,,,,,,DebtCon,
0.0,5000.0,,36375.0,3.0,0.0,0.0,266.8,1.0,26.0,,HomeImp,Other  
0.0,5000.0,74225.0,89640.0,0.3,,,,,,,DebtCon,ProfExe
0.0,5000.0,,65400.0,1.5,0.0,0.0,51.766666666666666,0.0,4.0,,HomeImp,Office 
1.0,1132.9226643466031,,37500.0,,0.0,3.0,107.13333333333334,10.0,5.0,,HomeImp,Other  
0.0,5000.0,78565.0,98500.0,24.0,0.0,0.0,51.766666666666666,3.0,14.0,,DebtCon,ProfExe
0.0,5000.0,59900.0,80800.0,15.0,0.0,0.0,219.13333333333333,1.0,18.0,,DebtCon,ProfExe
1.0,5000.0,10171.0,26809.0,13.0,3.0,6.0,228.3,0.0,24.0,,HomeImp,Office 
1.0,5000.0,78893.0,82600.0,16.0,0.0,0.0,133.9,1.0,34.0,,HomeImp,Mgr    
1.0,5000.0,66185.38181512634,107940.0,6.0,5.0,3.0,122.76666666666667,5.0,28.0,,HomeImp,Mgr    
1.0,5000.0,34151.06537479491,75616.0,0.1,0.0,0.0,131.86666666666667,0.0,30.0,,DebtCon,ProfExe
1.0,5000.0,71571.0,85100.0,1.4,0.0,1.0,82.13333333333334,0.0,13.0,,DebtCon,ProfExe
1.0,5000.0,28000.0,36810.0,2.0,1.0,0.0,222.2,1.0,6.0,,DebtCon,Other  
1.0,5000.0,40000.0,32480.0,8.0,3.0,2.0,163.36666666666667,1.0,16.0,,HomeImp,Other  
1.0,5000.0,81748.0,,14.0,1.0,2.0,144.06666666666666,2.0,17.0,,DebtCon,ProfExe
0.0,5000.0,44674.0,59375.0,10.0,,,178.69250869633453,,19.0,26.44819746302357,HomeImp,Office 
1.0,5000.0,61999.0,75021.3,5.0,0.0,0.0,97.1,0.0,23.0,,HomeImp,Other  
0.0,2725.453685375607,80153.0,97275.0,1.0,0.0,0.0,120.67506315632305,2.0,10.0,37.51270840942055,DebtCon,Other  
0.0,5000.0,68739.0,93435.0,3.0,0.0,0.0,148.72040469065914,0.0,23.0,36.66927861207131,,Mgr    
0.0,5000.0,51209.0,55320.0,5.0,,1.0,69.10746559748972,,15.0,35.02507296846484,DebtCon,
1.0,5000.0,46696.0,85202.0,2.0,1.0,2.0,148.34064549230195,0.0,14.0,46.48987400067033,HomeImp,Other  
0.0,4756.06488285403,,46281.0,2.0,0.0,0.0,257.65220639617297,0.0,26.0,40.952588884058684,HomeImp,Other  
0.0,5000.0,66435.0,82819.0,2.0,0.0,0.0,125.13062556495025,0.0,14.0,42.18353867237621,HomeImp,Other  
0.0,5100.0,179725.0,251962.0,,0.0,0.0,127.49881343973439,0.0,22.0,40.30825936240994,DebtCon,Sales  
0.0,5100.0,12523.272113680967,115341.0,7.0,0.0,0.0,177.9582551172049,1.0,28.0,26.257970132403063,HomeImp,ProfExe
0.0,5100.0,72891.0,62205.5721065889,1.0,1.0,0.0,273.8817051614165,0.0,6.0,39.85214651511151,HomeImp,Other  
0.0,990.688310140133,30755.0,34077.3456564021,10.0,0.0,0.0,69.0,0.0,17.0,,HomeImp,Other  
0.0,5100.0,,7917.468799987095,1.0,0.0,0.0,258.7892976175535,0.0,14.0,26.722343336549745,DebtCon,Other  
0.0,5100.0,87258.0,121382.0,6.0,0.0,0.0,181.66304015659435,0.0,28.0,25.444759149195047,HomeImp,ProfExe
0.0,5100.0,,28291.0,0.8646893551874391,0.0,0.0,277.9445608115699,1.0,14.0,23.644691283071733,DebtCon,Other  
1.0,5100.0,9900.0,30451.0,11.0,0.0,0.0,21.2,0.0,2.0,,HomeImp,Other  
0.0,5100.0,93000.0,116875.0,10.0,,,417.6333333333333,2.0,50.0,,HomeImp,Other  
1.0,5100.0,15500.0,34000.0,0.0,1.0,2.0,86.23333333333333,2.0,13.0,,DebtCon,Other  
1.0,5100.0,129319.0,141875.0,7.0,1.0,0.0,157.8598020925327,0.0,36.0,25.650741223972638,HomeImp,Sales  
0.0,5100.0,66834.0,87361.0,0.0,2.0,0.0,290.03410799435295,0.0,6.0,38.766985070806456,HomeImp,Other  
0.0,5100.0,56032.77077108192,96031.0,0.0,0.0,0.0,125.78740011361391,1.0,10.0,34.44607922171991,DebtCon,Other  
0.0,5100.0,74071.0,97064.0,0.0,0.0,0.0,121.07597260305826,2.0,9.0,36.40172954849514,DebtCon,Other  
0.0,5100.0,62702.0,79784.0,2.0,0.0,0.0,108.07259080633519,0.0,15.0,43.29013981614734,HomeImp,Other  
0.0,581.8455015224616,,36425.0,2.0,0.0,0.0,266.8134645747597,1.0,14.0,23.79740105781583,DebtCon,Other  
0.0,5200.0,67000.0,77000.0,9.0,0.0,1.0,119.7,0.0,25.0,,HomeImp,Other  
0.0,5200.0,43039.0,53521.0,11.0,,,184.29668729268556,,19.0,24.414763177225723,HomeImp,Office 
1.0,5200.0,19000.0,26000.0,0.0,1.0,0.0,17.2,10.0,7.0,,DebtCon,Other  
1.0,5200.0,,7769.022661153704,1.0,0.0,1.0,81.1,1.0,2.0,,DebtCon,Other  
0.0,5200.0,91250.0,110000.0,24.0,0.0,0.0,123.76666666666667,1.0,12.0,,HomeImp,Office 
0.0,5200.0,16324.0,45187.0,,0.0,0.0,221.1180817051322,0.0,11.0,42.71209384372089,HomeImp,Self   
1.0,5200.0,40564.0,39527.0,0.0,0.0,0.0,157.77103572492308,1.0,13.0,72.67043331266866,HomeImp,Other  
0.0,5300.0,73698.0,84427.0,4.0,,,,,,19.131201179326137,DebtCon,
0.0,5300.0,66987.0,65111.0,4.0,1.0,0.0,175.32870382363393,1.0,22.0,40.442570388756025,HomeImp,Sales  
1.0,5300.0,26908.0,36078.0,,0.0,0.0,302.35870945951837,0.0,8.0,39.196985402282785,HomeImp,Other  
0.0,5300.0,,49396.0,0.0,0.0,0.0,,0.0,0.0,12.043670575662363,HomeImp,
0.0,5300.0,44993.0,50673.0,7.0,,,184.74276716345904,,18.0,27.906122725632102,HomeImp,Office 
1.0,5300.0,51000.0,64000.0,10.0,1.0,0.0,98.33333333333333,0.0,12.0,,HomeImp,Mgr    
0.0,5300.0,155.1338390405913,91703.0,0.0,0.0,0.0,124.18217880194672,1.0,10.0,34.599060193872575,DebtCon,Other  
0.0,5300.0,97132.0,117343.0,22.0,0.0,0.0,109.93390789170999,1.0,11.0,35.838542700409214,HomeImp,Office 
0.0,5300.0,44407.76626203478,80826.0,10.0,,1.0,212.8917460712729,0.0,25.0,38.59149402769818,HomeImp,Mgr    
0.0,5300.0,83552.0,96809.0,0.0,,,,,,28.42396190642564,DebtCon,ProfExe
0.0,5300.0,47449.0,63895.0,19.0,0.0,0.0,208.16271401275273,0.0,20.0,19.762113701487944,HomeImp,Office 
0.0,5300.0,50934.0,62957.0,21.0,0.0,0.0,197.24195728228358,0.0,20.0,19.350505633023804,HomeImp,Office 
0.0,5400.0,53429.0,64505.0,5.0,,0.0,69.54243010722827,,16.0,36.48023629898216,DebtCon,
0.0,891.3293792360133,,65474.0,1.0,0.0,0.0,40.70984900370917,0.0,4.0,37.84877103462758,HomeImp,Office 
0.0,5400.0,47844.0,52040.0,8.0,,,189.03430464256724,,18.0,24.701136261770102,HomeImp,Office 
1.0,5400.0,45509.0,57453.0,4.0,0.0,0.0,95.6,0.0,22.0,,DebtCon,Sales  
1.0,5400.0,59720.0,63450.0,5.0,0.0,1.0,199.9,1.0,20.0,,HomeImp,ProfExe
1.0,5400.0,86922.0,119846.0,5.0,0.0,0.0,185.07634725560862,1.0,28.0,26.354889294647094,HomeImp,ProfExe
0.0,5400.0,68625.0,82304.0,2.0,0.0,0.0,136.6329441618046,0.0,30.0,32.05002349039075,DebtCon,Sales  
0.0,5400.0,65814.0,85848.0,4.0,0.0,0.0,122.9402885967979,0.0,15.0,44.092325681639984,HomeImp,Other  
0.0,5400.0,,75254.0,,,,,,,23.163742947347345,,
1.0,5400.0,78300.0,6979.234307529049,8.0,0.0,0.0,102.5,3.0,19.0,,HomeImp,ProfExe
0.0,5400.0,48152.0,55760.0,6.0,,0.0,78.45212576626898,,16.0,35.76363799652254,DebtCon,
0.0,308.8868878823178,70481.0,82446.0,8.0,0.0,1.0,116.59197687734314,0.0,24.0,37.61268272354858,HomeImp,Other  
1.0,5500.0,,35402.0,,,,,,,35.27207373549327,HomeImp,
0.0,5500.0,87765.0,101053.0,22.0,0.0,0.0,55.55804904393618,2.0,13.0,31.37554241594651,DebtCon,ProfExe
0.0,5500.0,52897.0,65054.0,20.0,0.0,0.0,189.29531846534528,0.0,19.0,20.654128896423675,HomeImp,Office 
1.0,5500.0,24700.0,35675.0,1.0,0.0,3.0,153.93333333333334,3.0,27.0,,DebtCon,Other  
1.0,5500.0,,43132.0,,,,,,,,HomeImp,Other  
0.0,5500.0,43486.0,81600.0,4.0,0.0,0.0,216.13333333333333,4.0,30.0,,DebtCon,
1.0,5500.0,21359.0,30000.0,7.0,3.0,2.0,130.8,3.0,14.0,,DebtCon,Other  
1.0,5500.0,,7351.170593854585,5.0,0.0,1.0,167.36666666666667,1.0,8.0,,HomeImp,Mgr    
0.0,5500.0,93051.0,115374.0,6.0,0.0,0.0,187.020518788362,1.0,27.0,27.64674850478617,HomeImp,ProfExe
0.0,5500.0,87438.0,116679.0,6.0,0.0,0.0,186.42441602173227,1.0,27.0,28.417530895754478,HomeImp,ProfExe
0.0,5500.0,78059.0,78179.0,0.6172618156379377,,,,,,20.6793135817858,DebtCon,
0.0,5500.0,72147.0,69918.0,3.4693001133712476,2.0,0.0,158.53449790014423,0.0,23.0,43.40443023848554,HomeImp,Sales  
1.0,5500.0,40584.0,16332.003400126472,4.0,0.0,1.0,136.3206374635628,0.0,13.0,34.494708964789616,HomeImp,Other  
1.0,5500.0,,12972.0,1.0,0.0,1.0,82.29426635372032,0.0,2.0,36.98674409677588,HomeImp,Other  
1.0,5500.0,37368.0,48502.0,9.0,0.0,2.0,48.99584500160976,0.0,10.0,33.126483967311906,HomeImp,Mgr    
0.0,5500.0,,66251.0,1.0,0.0,0.0,43.722336945630445,0.0,3.0,41.4520435320968,HomeImp,Office 
0.0,5500.0,71644.0,72696.0,4.0,2.0,0.0,150.8658451349431,0.0,22.0,40.442567784778106,HomeImp,Sales  
0.0,5500.0,85845.0,122205.0,5.0,0.0,0.0,172.2132766503619,1.0,26.0,32.67664087525412,DebtCon,ProfExe
0.0,5600.0,53793.0,66379.0,22.0,0.0,0.0,206.0991341156233,0.0,19.0,18.369540526750285,HomeImp,Office 
0.0,5600.0,69435.0,83489.0,11.068476716554015,0.0,0.0,200.41843401850497,1.0,17.0,22.841092848023912,DebtCon,ProfExe
0.0,5600.0,29648.0,39907.0,11.0,0.0,0.0,180.56306913539444,0.0,13.0,21.5549496563873,HomeImp,ProfExe
0.0,5600.0,76407.0,77485.0,9.0,0.0,0.0,91.6837706342405,0.0,24.0,37.773350975659376,HomeImp,Other  
1.0,5600.0,5000.0,66700.0,31.0,1.0,1.0,204.06666666666666,0.0,11.0,,HomeImp,Other  
1.0,5600.0,55160.0,86800.0,3.0,1.0,1.0,148.13333333333333,1.0,14.0,,HomeImp,Other  
0.0,5600.0,41439.0,53893.0,8.0,,,181.32298992557241,,19.0,24.651395744234975,HomeImp,Office 
0.0,5600.0,15275.0,7210.496614398667,,0.0,0.0,204.33524504022307,0.0,12.0,42.397769637833235,HomeImp,Self   
0.0,5700.0,100934.0,111496.0,23.0,0.0,0.0,117.49959287965869,0.0,12.0,38.75056266793542,HomeImp,Office 
0.0,5700.0,,74685.0,,,,,,,24.274865274790148,,
0.0,5700.0,49514.0,58249.0,4.8622576947613885,0.0,0.0,212.53911509045275,0.0,21.0,21.258026878050543,HomeImp,Office 
0.0,5700.0,76948.0,85753.0,7.0,0.0,0.0,128.47645150952238,0.0,25.0,37.85968783985809,HomeImp,Other  
0.0,5700.0,28127.0,9457.735328399454,10.0,0.0,0.0,181.28295679324776,0.0,13.0,24.33953356898368,HomeImp,ProfExe
0.0,4068.1960755811056,,68591.0,0.0,0.0,0.0,69.64566047293268,0.0,4.0,41.185039558026496,HomeImp,Office 
0.0,5700.0,26927.0,26112.558396232573,0.0,1.0,0.0,21.799352153950938,10.0,6.0,29.43966424162484,DebtCon,Other  
0.0,5195.08695676694,49806.0,82242.0,3.0,0.0,0.0,210.3474785698436,3.0,30.0,31.243408701495923,DebtCon,
1.0,5700.0,60143.94701465217,84579.0,0.1,0.0,0.0,95.9,1.0,17.0,,DebtCon,Sales  
1.0,3766.5476471961233,58400.0,75000.0,4.0,0.0,0.0,177.5,2.0,26.0,,HomeImp,ProfExe
1.0,5700.0,80437.0,109647.0,9.5,0.0,0.0,104.4,0.0,14.0,,HomeImp,ProfExe
1.0,5700.0,77213.0,92661.0,0.0,0.0,0.0,97.13317095203466,1.0,16.0,41.777888630883716,DebtCon,Sales  
0.0,5700.0,62319.0,82923.0,4.0,0.0,0.0,117.67396519924183,0.0,15.0,42.46486628520529,HomeImp,Other  
0.0,5700.0,71556.0,79538.0,2.0,0.0,0.0,92.64308455550946,0.0,15.0,41.21001246978064,HomeImp,Other  
0.0,5700.0,,39052.0,3.0,0.0,0.0,272.22062826303267,0.0,25.0,39.89610461831377,HomeImp,Other  
1.0,5700.0,74172.0,79846.0,0.0,0.0,0.0,157.00977472138172,0.0,28.0,47.41522865885181,DebtCon,ProfExe
0.0,5700.0,10057.543759458487,33450.0,0.0,1.0,0.0,15.396587392140702,9.0,7.0,30.017013295589486,DebtCon,Other  
0.0,5700.0,,64910.0,,,,,,,33.850461220783394,,
0.0,5700.0,,69172.0,1.0,0.0,0.0,48.85366705718299,0.0,3.0,38.773685963211435,HomeImp,Office 
0.0,5800.0,,36385.0,2.0,0.0,0.0,266.55339438404593,1.0,25.0,43.309764540819344,HomeImp,Other  
0.0,5800.0,,41119.0,2.0,0.0,0.0,261.40521863715344,0.0,26.0,42.191941556065316,HomeImp,Other  
0.0,5800.0,75000.0,90543.0,18.0,0.0,0.0,300.4872057995813,1.0,23.0,38.94057535566882,DebtCon,Mgr    
0.0,5800.0,59939.84426693797,86885.0,19.0,0.0,1.0,307.974881599644,1.0,23.0,39.95910876478493,DebtCon,Mgr    
1.0,5800.0,27791.0,46833.0,3.0,0.0,0.0,83.28906274582755,1.0,13.0,30.187805388634004,DebtCon,Mgr    
0.0,5800.0,172595.0,250155.0,,0.0,0.0,126.40098356499648,0.0,21.0,43.20775978966511,DebtCon,Sales  
0.0,5283.311120645753,,34704.0,,,,,,,34.17405554508979,HomeImp,
0.0,5800.0,,73804.0,1.0,0.0,0.0,71.76655716147596,0.0,4.0,41.28742338772743,HomeImp,Office 
0.0,904.1260661110869,46595.0,58191.0,5.0,0.0,0.0,80.13174641397632,0.0,17.0,24.140153666641638,HomeImp,Other  
1.0,5900.0,,28000.0,1.0,2.0,1.0,36.766666666666666,1.0,8.0,,DebtCon,Self   
0.0,5900.0,70973.0,77989.0,7.0,0.0,0.0,120.3794142937767,0.0,24.0,41.44250046185334,HomeImp,Other  
1.0,5900.0,,33100.0,,0.0,0.0,238.6,1.0,2.0,,HomeImp,Other  
0.0,5900.0,,51189.0,1.0,0.0,0.0,,0.0,0.0,12.749180644675707,HomeImp,
0.0,5900.0,82912.0,91175.0,2.0,,,,,,27.595273522937333,DebtCon,ProfExe
1.0,5900.0,25972.0,41856.0,2.0,0.0,2.0,157.96001139243174,3.0,27.0,40.62827817491642,DebtCon,Other  
0.0,5900.0,74187.0,51239.012537080336,9.0,0.0,1.0,118.44249102956465,0.0,24.0,40.11040742543079,HomeImp,Other  
0.0,4974.100144148851,,66903.0,,,,,,,32.782926827586685,,
1.0,5900.0,106650.0,,1.0,0.0,6.0,250.56666666666666,4.0,23.0,,DebtCon,Mgr    
0.0,6000.0,,69492.0,,,,,,,32.97719722614493,,
0.0,1863.817362982695,95232.0,115977.0,22.0,0.0,0.0,149.02290810432928,1.0,12.0,37.95433691302051,HomeImp,Office 
1.0,6000.0,47625.0,44468.18460336336,0.1,2.0,1.0,154.13333333333333,4.0,26.0,,HomeImp,Office 
1.0,6000.0,24600.0,30500.0,4.5,0.0,1.0,116.1,8.0,34.0,,HomeImp,Other  
1.0,6000.0,65000.0,94355.0,26.0,1.0,3.0,69.3,1.0,34.0,,,Other  
1.0,6000.0,,,13.0,,2.0,122.76666666666667,,23.0,,HomeImp,Office 
1.0,6000.0,33600.0,,2.0,0.0,0.0,140.93333333333334,1.0,20.0,,HomeImp,Other  
1.0,6000.0,42000.0,58305.0,14.016113843776338,0.0,0.0,90.0,2.0,13.0,,DebtCon,Other  
1.0,6000.0,13242.606129057987,54904.0,2.0,0.0,0.0,51.733333333333334,1.0,9.0,,HomeImp,Other  
1.0,6000.0,9660.0,16606.76875347587,8.0,0.0,1.0,136.3,3.0,6.0,,DebtCon,Other  
1.0,6000.0,22859.0,32200.0,4.0,0.0,0.0,83.33333333333333,3.0,20.0,,DebtCon,Other  
1.0,6000.0,16878.0,25850.0,1.0,0.0,1.0,218.6,5.0,34.0,,,Mgr    
0.0,6000.0,72951.0,23798.22359597228,2.372812624821818,0.0,0.0,343.9,1.0,47.0,,HomeImp,Other  
0.0,6000.0,43000.0,57460.0,1.6,1.0,,101.5,,13.0,,HomeImp,Other  
0.0,3735.91096966337,53500.0,64790.0,0.1,0.0,2.0,105.4,3.0,18.0,,DebtCon,Other  
0.0,6000.0,69876.0,94394.07,0.0,0.0,1.0,179.56666666666666,0.0,32.0,,HomeImp,Other  
0.0,6000.0,51000.0,86125.0,6.0,0.0,0.0,222.16666666666666,2.0,24.0,,HomeImp,ProfExe
0.0,6000.0,37712.17313517778,68700.0,3.0,0.0,2.0,122.73333333333333,0.0,23.0,,HomeImp,Mgr    
0.0,6000.0,,43300.0,,,,100.93333333333334,,9.0,,HomeImp,Other  
0.0,6000.0,14000.0,61493.0,23.0,0.0,0.0,321.6333333333333,1.0,13.0,,HomeImp,Office 
1.0,6000.0,40000.0,54600.0,4.0,0.0,4.0,101.4,0.0,19.0,,HomeImp,ProfExe
1.0,6000.0,18793.0,27750.0,6.0,0.0,3.0,119.7,0.0,8.0,,HomeImp,Mgr    
1.0,6000.0,179397.0,200000.0,5.0,6.0,0.0,90.3,6.0,29.0,,DebtCon,ProfExe
0.0,6000.0,,95500.0,6.0,1.0,2.0,129.9,1.0,22.0,,HomeImp,Mgr    
0.0,6000.0,79046.0,103048.0,0.0,0.0,0.0,181.696538015268,0.0,32.0,37.28998992363456,HomeImp,Other  
0.0,6000.0,,53190.0,0.0,0.0,0.0,,0.0,0.0,15.174415002700135,HomeImp,
1.0,6000.0,,43683.0,,,,,,,21.935498813304815,HomeImp,Other  
0.0,6000.0,129731.0,154113.0,12.0,0.0,0.0,213.53333333333333,0.0,19.0,,HomeImp,ProfExe
0.0,6100.0,48500.0,62500.0,7.0,,4.0,111.3,2.0,11.0,,DebtCon,Mgr    
0.0,4874.935266782965,,47400.0,,,,,,,,,
0.0,6100.0,91704.0,114799.0,22.0,0.0,0.0,129.25008956724741,1.0,12.0,36.74676623669768,HomeImp,Office 
0.0,6100.0,47604.0,54966.0,5.0,0.0,0.0,70.69532972981253,0.0,18.0,24.76674452980363,HomeImp,Other  
0.0,6100.0,,35250.0,,,,303.0,,12.0,,HomeImp,Other  
1.0,6100.0,62751.0,95617.0,1.0,0.0,0.0,138.64686318406027,1.0,13.0,31.757270693828943,HomeImp,Other  
0.0,6100.0,48300.0,53388.0,9.0,,,178.4896021617284,,19.0,26.720028180251845,HomeImp,Office 
0.0,4917.083068339658,68743.0,18436.927856682763,3.0,1.0,0.0,153.0667831012638,0.0,22.0,40.15052706033482,HomeImp,Sales  
0.0,6100.0,79636.0,87276.0,20.0,0.0,0.0,350.4361375457826,0.0,47.0,28.848276580827438,HomeImp,Other  
0.0,6100.0,,46830.0,0.0,0.0,1.0,,0.0,0.0,13.306013075819246,HomeImp,
0.0,2447.8394507653265,78753.0,95433.0,0.0,,,,,,28.925117417203783,DebtCon,ProfExe
0.0,6100.0,77265.0,97944.0,0.0,,,,,,28.87646305462181,DebtCon,ProfExe
0.0,6200.0,75657.0,84368.0,4.0,0.0,0.0,122.24494501809276,0.0,30.0,32.55254333472463,DebtCon,Sales  
0.0,6200.0,171582.0,245730.0,,0.0,0.0,135.1089302467523,0.0,22.0,39.783818125535646,DebtCon,Sales  
0.0,6200.0,,33909.0,,,,,,,34.517404515886405,HomeImp,
0.0,6200.0,46601.0,59486.0,5.0,0.0,0.0,84.63211066005015,0.0,18.0,25.350010359906598,HomeImp,Other  
0.0,6200.0,60354.0,87596.0,5.0,0.0,0.0,210.17306467191787,2.0,23.0,34.05481123749857,HomeImp,ProfExe
0.0,6200.0,45356.0,82054.0,2.0,0.0,0.0,201.3344874656867,4.0,29.0,29.66171016202388,DebtCon,
0.0,6200.0,,41657.0,,,,293.9587235506899,,11.0,30.197630727685816,HomeImp,Other  
1.0,6200.0,,,3.0,,,80.5,2.0,17.0,,DebtCon,Self   
0.0,6200.0,,80078.0,,,,,,,25.375544160658283,,
1.0,6200.0,42100.0,57385.0,8.5,0.0,1.0,164.8,1.0,28.0,,DebtCon,Other  
0.0,6200.0,70793.0,71552.0,3.0,2.0,0.0,162.94515692102394,0.0,23.0,40.31539658681275,HomeImp,Sales  
0.0,4976.752320852481,73881.0,98550.0,0.0,0.0,1.0,182.8787798015374,0.0,31.0,37.199445690493775,HomeImp,Other  
0.0,6200.0,45787.0,64854.0,0.45020362196965313,,1.0,63.11702322800119,,16.0,36.538747338251554,DebtCon,
0.0,6200.0,75121.0,96462.0,0.0,,,,,,27.167655961666096,DebtCon,ProfExe
0.0,6200.0,,51732.0,,,,,,,12.324707091122264,,
0.0,6200.0,133882.0,155222.0,9.0,0.0,0.0,212.53764321859802,0.0,19.0,20.616783655964202,HomeImp,ProfExe
0.0,6200.0,75623.0,89634.0,24.0,0.0,0.0,324.68682940843183,0.0,47.0,28.285532102801618,HomeImp,Other  
0.0,6200.0,45564.0,61956.0,2.0,0.0,,101.16706031557915,,13.0,38.67514015278087,HomeImp,Other  
0.0,6300.0,99469.0,116260.0,23.0,0.0,0.0,124.74559548955548,1.0,12.0,35.642270107326226,HomeImp,Office 
0.0,6300.0,55000.0,69000.0,13.0,0.0,0.0,130.06666666666666,0.0,20.0,,DebtCon,ProfExe
0.0,6300.0,,72890.0,0.7566780535302489,0.0,0.0,41.25011358665003,0.0,3.0,39.19806821789037,HomeImp,Office 
0.0,6300.0,44226.0,57779.0,7.0,,0.0,63.62641325127998,,16.0,33.11182910943023,DebtCon,
0.0,6300.0,,39050.0,,,,294.4780475645459,,12.0,31.447750408806723,HomeImp,Other  
0.0,6300.0,78724.0,80355.0,24.0,0.0,0.0,335.07414260614354,1.0,46.0,31.177261304407036,HomeImp,Other  
1.0,6300.0,59793.0,98314.0,2.2,0.0,0.0,120.73333333333333,0.0,8.0,,DebtCon,Self   
1.0,6300.0,65875.0,40916.46009912549,0.8,2.0,0.0,84.0,1.0,12.0,,DebtCon,Mgr    
0.0,6300.0,45582.0,89005.0,2.0,0.0,0.0,209.3580469280505,4.0,30.0,29.595955513695234,DebtCon,
0.0,6300.0,92659.0,117352.0,6.0,0.0,0.0,199.01192717690589,0.0,27.0,26.52004951856567,HomeImp,ProfExe
0.0,6300.0,34743.10779938619,70091.0,9.0,0.0,4.0,153.7804385392134,1.0,30.0,21.719595980699918,DebtCon,ProfExe
0.0,6300.0,49498.0,64296.0,6.0,,4.0,111.20651323649065,1.0,10.0,38.577131936618656,DebtCon,Mgr    
0.0,6300.0,79667.0,96988.0,1.0,,,,,,29.835960721055027,DebtCon,ProfExe
1.0,6300.0,12476.0,32559.0,12.0,3.0,6.0,227.1299051102339,0.0,23.0,23.319516780162004,HomeImp,Office 
0.0,6300.0,69357.0,26350.847546877732,3.0,2.0,0.0,163.28393318651874,1.0,22.0,42.40781424516244,HomeImp,Sales  
0.0,2738.399018504843,26655.0,29792.0,0.24689747311496058,1.0,0.0,12.759267447001667,10.0,6.0,28.36185177994047,DebtCon,Other  
1.0,6400.0,3917.419332491895,45200.0,25.0,0.0,2.0,128.0,4.0,17.0,,HomeImp,Other  
0.0,1848.2579806112956,99131.0,125652.0,8.0,,,419.3751538022635,1.0,50.0,42.24492757295953,HomeImp,Other  
0.0,6400.0,76577.0,83200.0,5.0,,,,,,22.055034213757622,DebtCon,
0.0,6400.0,47251.0,58157.0,0.0,0.0,,104.79246836022911,,13.0,36.41688696478814,HomeImp,Other  
0.0,6400.0,53476.0,70157.0,7.0,0.0,3.0,164.31540986268456,1.0,30.0,21.13798157178703,DebtCon,ProfExe
0.0,6400.0,81116.0,49948.67099367113,0.7897622104686509,0.0,0.0,262.1754261265148,0.0,11.0,42.06826817898931,HomeImp,ProfExe
0.0,6400.0,17491.0,63614.0,23.0,0.0,0.0,325.2993087083673,0.0,12.0,40.244404368910196,HomeImp,Office 
0.0,6400.0,65215.0,74332.0,9.0,,1.0,213.83210320191364,0.0,24.0,40.64461954982235,HomeImp,Mgr    
0.0,6400.0,62746.0,75016.0,12.0,0.0,0.0,133.1015478281787,0.0,20.0,40.18812312753318,DebtCon,ProfExe
0.0,1627.3640550800433,76732.0,78084.0,8.0,0.0,0.0,109.19302137140473,0.0,26.0,37.964554318499076,HomeImp,Other  
0.0,6400.0,70035.0,78635.0,3.0,0.0,0.0,147.0771635268189,0.0,31.0,31.206129762710134,DebtCon,Sales  
0.0,6400.0,39687.0,51666.0,8.323237057460117,,,177.59135401813649,,19.0,26.120959700360412,HomeImp,Office 
0.0,6400.0,51436.0,91284.0,4.0,0.0,0.0,209.64289843452906,2.0,30.0,31.971971207750947,DebtCon,
0.0,6400.0,44968.0,62747.0,0.0,1.0,,101.39144532461471,,12.0,36.60294734320275,HomeImp,Other  
0.0,6400.0,9113.0,15370.725379253143,,0.0,0.0,202.25079583212553,0.0,11.0,45.114319387653055,HomeImp,Self   
0.0,5213.455697341568,28041.0,33438.0,0.9879607097189691,1.0,0.0,10.425642850257905,10.0,6.0,29.75370028326926,DebtCon,Other  
0.0,6400.0,57887.0,74776.0,3.0,0.0,1.0,126.32864372128489,0.0,22.0,28.756345433754078,HomeImp,Mgr    
0.0,6500.0,15980.793160705733,53102.0,6.886058504640152,,,180.84124986697793,,19.0,27.83900666437531,HomeImp,Office 
0.0,6500.0,,298.1280564303175,,,,333.23089988806265,,11.0,29.011980577773407,HomeImp,Other  
1.0,225.1994103310627,60054.0,70434.0,1.0,0.0,0.0,127.06270157147057,2.0,21.0,37.800352933430275,HomeImp,Other  
0.0,6500.0,80739.0,97630.0,1.0,,,,,,30.531264535864473,DebtCon,ProfExe
0.0,6500.0,63144.0,70654.1734227455,0.6563932945283099,0.0,2.0,129.07771159689398,0.0,23.0,29.055433127808122,HomeImp,Mgr    
0.0,6500.0,33639.0,37345.0,11.0,0.0,0.0,191.0756559032134,0.0,13.0,24.227319338930453,HomeImp,ProfExe
0.0,6500.0,78741.0,90599.0,0.0,,,,,,29.198860668669855,DebtCon,ProfExe
0.0,6500.0,51724.0,87770.0,4.0,0.0,0.0,209.32631158133123,4.0,29.0,30.343448604151348,DebtCon,
1.0,6500.0,13600.0,,14.0,2.0,5.0,115.36666666666666,1.0,16.0,,HomeImp,Other  
1.0,3571.6562297063215,48000.0,61000.0,1.0,1.0,0.0,97.29975609756099,6.0,38.0,,DebtCon,Other  
1.0,6500.0,19066.247350567133,80400.0,15.0,0.0,0.0,224.86666666666667,0.0,13.0,,DebtCon,Other  
