BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,P_BAD1,P_BAD0,EM_PROBABILITY,EM_PROBABILITY
0,12300,102908,124217,HomeImp,ProfExe,9,0,0,159.9940264,2,31,27.7074439,0.042252543,0.957747457,0.957747457,0
0,396.5017413,141020,157511,HomeImp,ProfExe,4,0,1,403.7489298,0,43,29.58318425,0.028489055,0.971510945,0.971510945,0
0,12300,92573,119325,DebtCon,ProfExe,2,1,2,157.6206429,0,33,34.77510251,0.20997986,0.79002014,0.79002014,0
1,12300,73099,16493.07115,DebtCon,ProfExe,1.420175216,,,,,,40.22228314,0.106149958,0.893850042,0.893850042,0
1,12300,11300,26387.38045,,Other,,5,1,170.4333333,3,21,,0.106149958,0.893850042,0.893850042,0
0,12300,68024,21857.74064,DebtCon,Sales,7,0,0,125.5040514,0,35,29.29334435,0.077988072,0.922011928,0.922011928,0
1,12300,64265,90956,DebtCon,Other,10,0,1,233.1561248,0,32,32.90882386,0.077188217,0.922811783,0.922811783,0
0,12400,132894,198168,HomeImp,Office,0,0,1,355.1639113,0,16,40.54029537,0.104440309,0.895559692,0.895559692,0
0,8161.934605,31303,57444,,Other,29,0,0,246.7168274,0,18,20.20590752,0.106149958,0.893850042,0.893850042,0
0,12400,45519.39882,97548,HomeImp,ProfExe,1,0,0,74.40426333,1,19,36.45734993,0.120117645,0.879882355,0.879882355,0
0,12400,137927,160566,HomeImp,ProfExe,6,0,1,436.7517799,0,42,29.27255681,0.02547904,0.97452096,0.97452096,0
1,12400,45604,65501,DebtCon,Other,9,0,1,70.33753056,1,24,35.21218126,0.164044415,0.835955585,0.835955585,0
0,7769.207083,26768,52411,HomeImp,Other,0,0,0,253.3180433,0,11,38.82102132,0.099597701,0.9004023,0.9004023,0
0,12400,96814.39021,234454,HomeImp,ProfExe,9,0,0,213.4554475,0,22,33.64852105,0.067715221,0.932284779,0.932284779,0
0,12400,16375,36672,DebtCon,Mgr,8,0,0,120.674928,0,11,24.08943715,0.039012282,0.960987718,0.960987718,0
0,1713.693298,49264,57923,DebtCon,Other,0,0,0,182.0010415,2,13,27.00877688,0.059437961,0.940562039,0.940562039,0
0,12400,36034,62953,DebtCon,ProfExe,9,0,0,262.0793453,0,16,21.34522735,0.021078916,0.978921084,0.978921084,0
0,12400,,69350,,,0,0,0,,0,0,2.365195413,0.106149958,0.893850042,0.893850042,0
1,12400,94000,112000,DebtCon,Mgr,4,0,0,,0,0,,0.106149958,0.893850042,0.893850042,0
0,12400,50235.12304,89931.50576,DebtCon,ProfExe,1,0,0,288.4676266,0,45,33.05428433,0.033446899,0.966553101,0.966553101,0
0,12400,115004,68758.56806,DebtCon,ProfExe,2,0,0,279.5221733,1,46,35.61473143,0.031455107,0.968544893,0.968544893,0
1,12400,57105,74582,DebtCon,Other,12,0,0,134.0317679,0,20,36.92573641,0.086950191,0.913049809,0.913049809,0
0,12400,34055,40739,DebtCon,Other,9,,0,147.012827,6,29,39.93094736,0.106149958,0.893850042,0.893850042,0
1,12400,50573,49293.14811,DebtCon,Other,15,1,0,76.04208693,0,7,41.02796675,0.204933213,0.795066787,0.795066787,0
0,12400,,65317,HomeImp,Other,,0,0,349.2796108,0,6,35.71441843,0.106149958,0.893850042,0.893850042,0
0,12400,25805,31414,DebtCon,Other,2,,,,,,38.2372256,0.106149958,0.893850042,0.893850042,0
0,12400,24769,87665,HomeImp,ProfExe,21,0,0,238.3827694,0,11,25.33220131,0.035122184,0.964877816,0.964877816,0
0,12400,83018,96637,DebtCon,Other,2,0,0,95.90213133,2,32,41.24477919,0.138612125,0.861387875,0.861387875,0
0,12500,93538,118369,DebtCon,ProfExe,0,0,1,132.8237118,0,33,34.83386481,0.095873928,0.904126072,0.904126072,0
0,12500,37562,57081,HomeImp,Other,22,0,1,129.486844,0,23,39.08300244,0.163053165,0.836946835,0.836946835,0
1,12500,69117,101503,HomeImp,ProfExe,13,0,7,145.9530178,0,36,36.75998466,0.760108925,0.239891075,0.760108925,0
0,12500,157312,181050,DebtCon,ProfExe,7,,0,209.7067368,4,25,40.90561976,0.106149958,0.893850042,0.893850042,0
0,12500,10035,61897,HomeImp,Other,4.051376709,1,1,368.7377963,0,21,14.73359483,0.035519362,0.964480638,0.964480638,0
0,12500,42725.03356,129116,DebtCon,Office,3.227241124,0,0,138.687955,0,22,39.58996183,0.109399583,0.890600417,0.890600417,0
0,12500,57294,66615,DebtCon,Other,3,0,1,321.3875868,0,9,31.38089909,0.073057739,0.926942262,0.926942262,0
0,12500,101047,118913,HomeImp,Office,2,0,0,156.6054917,1,22,35.89928784,0.073324681,0.926675319,0.926675319,0
0,12500,56960,69014,DebtCon,Other,4,0,0,307.636664,0,10,30.36248382,0.041718631,0.958281369,0.958281369,0
0,12500,83924,100114,HomeImp,ProfExe,0,0,0,71.30419761,1,20,34.71276881,0.091381026,0.908618974,0.908618974,0
0,12500,79900,10150.04091,DebtCon,Mgr,19,0,0,252.3496982,10,24,35.80049203,0.115468675,0.884531325,0.884531325,0
0,12500,,52026,HomeImp,Mgr,6,,,173.7172393,,8,21.6211951,0.106149958,0.893850042,0.893850042,0
1,12500,41000,64680,DebtCon,Other,2,0,0,70.9,3,30,,0.106149958,0.893850042,0.893850042,0
1,12500,41301,39237.30329,DebtCon,Other,1.870763655,0,0,77.23333333,0,12,,0.106149958,0.893850042,0.893850042,0
1,12500,55000,75393,DebtCon,Other,0.75,0,1,113.0333333,1,16,,0.106149958,0.893850042,0.893850042,0
0,12500,62128.75318,90550,HomeImp,Office,,0,0,173.4666667,1,26,,0.106149958,0.893850042,0.893850042,0
0,12500,71582,93400,DebtCon,Other,6,3,0,74.06666667,1,21,,0.106149958,0.893850042,0.893850042,0
1,12500,53060,67500,DebtCon,Office,11.83428346,0,5,183.6333333,0,15,,0.106149958,0.893850042,0.893850042,0
1,12500,69192,105300,DebtCon,Mgr,4,0,0,282.0333333,1,23,,0.106149958,0.893850042,0.893850042,0
1,12500,62000,102600,HomeImp,Other,6.744697209,2,6,226.4333333,4,42,,0.106149958,0.893850042,0.893850042,0
0,12500,50097,73846,DebtCon,Other,1,0,0,267.8654583,0,20,29.15960949,0.040269949,0.959730051,0.959730051,0
0,8622.337795,77792,100812,DebtCon,ProfExe,10,2,0,182.9569956,1,29,27.38587324,0.081820888,0.918179112,0.918179112,0
0,12500,39105.80411,79893,HomeImp,Office,10,2,0,249.4359543,1,29,35.02088579,0.129635577,0.870364423,0.870364423,0
0,12500,66163,83727,DebtCon,Office,4,1,2,176.9352475,3,30,36.77463995,0.304141975,0.695858025,0.695858025,0
0,12500,34181.89925,22674.87117,DebtCon,Other,1,0,0,147.4022274,0,23,38.85516272,0.094296845,0.905703155,0.905703155,0
0,12500,17659,31843,DebtCon,Office,7,0,1,107.7410948,0,16,19.30085445,0.045352468,0.954647533,0.954647533,0
0,12500,55228,66569,DebtCon,Mgr,3,0,0,198.8151672,1,17,27.99687276,0.041180855,0.958819145,0.958819145,0
0,12500,77937,89710,DebtCon,Mgr,19,0,0,223.5874152,10,24,35.95199865,0.154707937,0.845292064,0.845292064,0
0,12500,26286,36002,DebtCon,Other,2,,,,,,38.43868186,0.106149958,0.893850042,0.893850042,0
0,12500,,39200,HomeImp,Other,0,0,0,309.4,1,9,,0.106149958,0.893850042,0.893850042,0
0,12500,56791,72974,HomeImp,Other,29,0,3,182.0664052,0,24,35.69162282,0.263479555,0.736520445,0.736520445,0
0,12500,,,,,,,,,,,27.35264423,0.106149958,0.893850042,0.893850042,0
0,12600,45509.61722,90316,HomeImp,Office,26,0,0,162.3574415,2,14,39.8754838,0.119662489,0.880337511,0.880337511,0
0,12600,84933,110253,DebtCon,ProfExe,8,0,0,192.4226063,1,37,40.84507779,0.078071148,0.921928852,0.921928852,0
0,12600,80612,93802,DebtCon,Mgr,5,0,0,141.6131456,2,26,40.74903888,0.107912255,0.892087745,0.892087745,0
1,12600,68800,86000,DebtCon,Mgr,3,2,1,202.8666667,8,26,,0.106149958,0.893850042,0.893850042,0
1,12600,726.4881183,57000,DebtCon,Other,5.5,1,0,98.43333333,10,18,,0.106149958,0.893850042,0.893850042,0
0,12600,83921,90876,DebtCon,Other,3,0,0,106.9373967,1,32,41.47300108,0.119377797,0.880622203,0.880622203,0
0,12600,45633,77578,DebtCon,ProfExe,19,0,0,209.7255196,0,15,23.91561488,0.027526225,0.972473775,0.972473775,0
0,12600,103946,113900,DebtCon,Other,17,0,2,194.3599393,1,16,36.41457282,0.194803064,0.805196936,0.805196936,0
0,12600,4700.559573,198602,HomeImp,Office,0,0,1,344.7479335,0,16,39.48382007,0.173095506,0.826904494,0.826904494,0
1,12600,86785,110400,DebtCon,Other,0.7,1,,89.06666667,2,27,,0.106149958,0.893850042,0.893850042,0
1,12600,72854,86209,,ProfExe,2,0,0,118.0696474,0,14,36.05148718,0.106149958,0.893850042,0.893850042,0
0,12600,67860,103426,DebtCon,Other,9,0,0,202.1526339,0,20,18.34752939,0.02143666,0.97856334,0.97856334,0
0,12600,103960,127384,DebtCon,,2,0,0,129.0154994,0,25,34.47945476,0.106149958,0.893850042,0.893850042,0
0,12600,32742,41299,DebtCon,Other,10,,1,170.4071064,7,29,37.80266959,0.106149958,0.893850042,0.893850042,0
0,12600,25000,37882,HomeImp,Other,8.8,0,0,87.2,2,12,,0.106149958,0.893850042,0.893850042,0
1,12600,48983,65000,DebtCon,Other,5,1,0,58.7,7,23,,0.106149958,0.893850042,0.893850042,0
0,12600,62493,77141,,Other,13,0,0,266.3331014,0,26,27.0078722,0.106149958,0.893850042,0.893850042,0
0,12600,55415,74307,HomeImp,Other,29,1,2,198.8467209,0,23,36.83774105,0.25563371,0.74436629,0.74436629,0
0,12600,42788.19412,72189,HomeImp,Other,30,0,3,198.243176,0,23,35.79425984,0.270666806,0.729333194,0.729333194,0
0,12600,100590,138649,HomeImp,ProfExe,14,0,0,138.1647046,4,22,34.5987274,0.102389156,0.897610844,0.897610844,0
0,12600,85335,58474.00131,DebtCon,Other,2,0,0,116.086609,1,32,40.84524619,0.102771808,0.897228192,0.897228192,0
0,12600,83552,107186,HomeImp,Other,21,0,0,128.6602454,4,24,28.72301763,0.07656557,0.92343443,0.92343443,0
0,12600,37699,59874,HomeImp,Other,22,0,0,114.2359516,0,23,38.68267604,0.103067258,0.896932742,0.896932742,0
0,12600,76002,67354.76528,DebtCon,Other,11,0,0,164.7623042,5,21,39.52570494,0.15201271,0.84798729,0.84798729,0
0,12600,49986,67896,DebtCon,Mgr,0.549367331,0,0,190.1599072,1,17,29.26631718,0.047948391,0.952051609,0.952051609,0
0,1760.974676,204038,230920,HomeImp,ProfExe,10,0,0,242.9128934,0,22,29.80162732,0.029342354,0.970657646,0.970657646,0
0,12700,79448,91004,DebtCon,Mgr,20,0,0,227.5073902,10,23,34.46430215,0.140203885,0.859796115,0.859796115,0
0,12700,149272,176467,HomeImp,Office,7,0,0,191.9044636,1,55,33.90232001,0.036321956,0.963678044,0.963678044,0
0,12700,29471,48362,HomeImp,Other,9,0,0,79.90287141,0,4,36.0206079,0.125250558,0.874749442,0.874749442,0
0,12700,72760,83604,DebtCon,Office,6,2,3,189.9194249,3,29,37.36856046,0.53514648,0.46485352,0.53514648,0
0,12700,,41396,HomeImp,Other,0,0,0,302.8700505,1,8,27.98946659,0.106149958,0.893850042,0.893850042,0
0,12700,79383,107590,DebtCon,Other,5,0,0,78.29927353,2,14,33.5811165,0.111327176,0.888672824,0.888672824,0
1,12700,30428,47387,DebtCon,ProfExe,2,0,0,164.4900213,0,36,38.8741586,0.073235343,0.926764657,0.926764657,0
0,12700,103034,124116,DebtCon,,2,0,0,137.4386924,0,25,31.60310093,0.106149958,0.893850042,0.893850042,0
0,12700,58293,82594,DebtCon,Office,13,0,0,105.050415,0,23,36.70044554,0.075553321,0.924446679,0.924446679,0
0,5541.531812,30061,58714,,Other,29,0,0,230.8801537,0,19,20.6379176,0.106149958,0.893850042,0.893850042,0
0,12700,27459,38577,HomeImp,Mgr,16,0,0,72.32957204,0,9,31.60566546,0.07234805,0.92765195,0.92765195,0
0,12700,77068,98436,HomeImp,ProfExe,7,0,1,148.2880996,0,34,33.46369747,0.086017273,0.913982727,0.913982727,0
0,12700,130867,201245,HomeImp,Office,0,0,1,340.7953444,0,15,40.16882702,0.10850511,0.89149489,0.89149489,0
0,12700,61840,73541,DebtCon,ProfExe,1,0,0,157.8924467,2,35,41.65169171,0.10736313,0.89263687,0.89263687,0
0,12700,79898,101989,DebtCon,ProfExe,9,2,0,214.9964598,1,29,29.30607111,0.085028161,0.914971839,0.914971839,0
0,12700,105293,121416,,Office,14,0,0,250.0188805,0,16,35.28716643,0.106149958,0.893850042,0.893850042,0
0,12700,60122,93741,DebtCon,Other,0,0,0,38.33492385,1,3,42.10934773,0.21997266,0.78002734,0.78002734,0
0,12700,72164,104220,DebtCon,Office,0.209688982,0,0,165.4307821,0,13,37.53996336,0.082599125,0.917400875,0.917400875,0
0,12700,48139,64842,DebtCon,Other,0,1,0,192.4791522,2,13,26.54684008,0.084992924,0.915007076,0.915007076,0
0,12700,9038,65969,HomeImp,Other,7,1,1,346.5801028,0,22,13.34721268,0.033714847,0.966285154,0.966285154,0
0,12700,59440,51331.76943,DebtCon,Other,0,0,0,129.1526151,3,11,37.83827353,0.144178666,0.855821334,0.855821334,0
0,12700,53199,82567,HomeImp,Other,3,0,1,185.3250354,0,13,27.39038041,0.083990468,0.916009532,0.916009532,0
0,12700,58606,83010,DebtCon,Other,1,0,0,125.3258854,3,11,35.99961072,0.140689611,0.859310389,0.859310389,0
0,12700,159661,114136.4006,DebtCon,ProfExe,7,,1,210.1152209,4,26,43.76819178,0.106149958,0.893850042,0.893850042,0
0,12700,107653,129752,HomeImp,ProfExe,8,0,0,181.0272753,2,32,29.46672103,0.044594276,0.955405725,0.955405725,0
0,12700,37346,53511,HomeImp,Other,23,0,0,136.9569407,0,22,39.43166373,0.101375197,0.898624803,0.898624803,0
0,12800,72813.48929,114619,HomeImp,Office,0.82091169,0,0,142.2125619,0,22,35.94987705,0.076451957,0.923548043,0.923548043,0
0,12800,35923.80119,92423,HomeImp,Office,27,0,0,169.7238883,1,14,41.23216256,0.119153832,0.880846168,0.880846168,0
0,12800,117391,210072,HomeImp,ProfExe,1,0,0,136.6209694,1,14,27.12488931,0.058157389,0.941842611,0.941842611,0
0,12800,54546,62906,DebtCon,Mgr,0.746843765,0,0,175.5198745,1,16,28.64818571,0.046503396,0.953496604,0.953496604,0
0,12800,49349,70078,DebtCon,Other,9,0,0,240.9080591,0,17,31.75405395,0.050603574,0.949396426,0.949396426,0
0,12800,56516,78392,HomeImp,Other,0,0,1,195.7233219,0,13,27.33744139,0.08076684,0.91923316,0.91923316,0
1,12800,40932,72172,DebtCon,Other,5.565342822,0,0,162.0440104,0,16,37.51836575,0.09763816,0.902361841,0.902361841,0
0,12800,100241,113073,DebtCon,Other,17,0,1,197.2736792,1,15,39.46758845,0.150997139,0.849002861,0.849002861,0
0,12800,73624,103213,DebtCon,Other,10,0,0,201.6508442,0,20,19.55727283,0.022574209,0.977425791,0.977425791,0
0,12800,,,,,,,,,,,25.13244854,0.106149958,0.893850042,0.893850042,0
0,5287.0572,,,,,,,,,,,24.65967048,0.106149958,0.893850042,0.893850042,0
0,12800,206527,227737,HomeImp,ProfExe,11,0,0,225.2013256,0,22,31.12184071,0.031970405,0.968029595,0.968029595,0
1,12800,54151,83828,DebtCon,Other,13,0,0,132.1602699,0,16,23.47742628,0.038034979,0.961965021,0.961965021,0
1,12800,31224.21357,100333,DebtCon,Mgr,11,0,1,80.14894304,4,29,42.31937039,0.302031997,0.697968003,0.697968003,0
1,12800,67867,78660,DebtCon,Other,3,,,159.8014934,,34,30.01090961,0.106149958,0.893850042,0.893850042,0
0,12800,48437,65311,DebtCon,Other,0,1,0,260.5552362,0,21,29.51628985,0.062733062,0.937266938,0.937266938,0
1,12800,51800,68000,HomeImp,ProfExe,6,,,,,,,0.106149958,0.893850042,0.893850042,0
1,12800,111000,124500,DebtCon,Sales,7,1,0,203.9,2,40,,0.106149958,0.893850042,0.893850042,0
0,12800,76783,95007,DebtCon,Mgr,6,0,0,140.9720223,2,26,42.15361693,0.119900955,0.880099045,0.880099045,0
0,12800,58592,87002,DebtCon,Office,13,0,0,139.5308428,0,24,37.53107709,0.073249681,0.926750319,0.926750319,0
0,12800,4486.658629,48309,HomeImp,Office,23,0,0,265.2270609,0,20,28.49386194,0.034479037,0.965520963,0.965520963,0
0,4928.913828,46043,62531,DebtCon,Other,4,0,0,183.9821005,0,13,26.10080257,0.04334489,0.95665511,0.95665511,0
0,12800,42801,51123,HomeImp,Other,2.562145932,0,1,127.839662,0,22,39.38959461,0.179022505,0.820977495,0.820977495,0
1,8822.160862,67060,83989,DebtCon,Office,9,,3,116.4667574,2,24,43.57230751,0.106149958,0.893850042,0.893850042,0
0,12800,91040,114331,DebtCon,Other,12,0,0,175.8773501,0,26,34.74718504,0.060469392,0.939530608,0.939530608,0
0,12800,71531,87256,HomeImp,Office,26,0,0,167.1637357,1,14,40.37613759,0.096179738,0.903820262,0.903820262,0
0,12800,75139,105289,HomeImp,ProfExe,1.586900239,0,0,151.8511659,0,35,31.21070474,0.045996479,0.954003521,0.954003521,0
0,12800,77318,97616,DebtCon,Mgr,6,0,0,125.5348018,2,27,39.46266339,0.104056194,0.895943806,0.895943806,0
0,9542.811213,85251,114023,DebtCon,ProfExe,1,1,2,143.6827959,0,33,31.91327241,0.188300519,0.811699481,0.811699481,0
0,12800,79151,110583,DebtCon,Other,4,0,0,79.3713845,1,13,33.58669163,0.101448521,0.898551479,0.898551479,0
0,12800,29100,39264,HomeImp,Other,7,0,0,93.39500247,2,12,31.28306102,0.10211366,0.89788634,0.89788634,0
0,12800,81694,101680,DebtCon,Other,0,0,0,159.3541041,1,22,40.1115783,0.113842555,0.886157445,0.886157445,0
0,12800,68729,90127,HomeImp,Office,23,0,0,163.9892789,1,14,39.42448779,0.094515767,0.905484233,0.905484233,0
0,12900,69770,87000,DebtCon,Other,6,0,0,201.9333333,3,19,,0.106149958,0.893850042,0.893850042,0
1,12900,94000,,DebtCon,Office,8,0,1,205.9333333,0,19,,0.106149958,0.893850042,0.893850042,0
0,12900,34655,57787,,Other,20.06048847,0,0,244.9953846,0,18,21.4155043,0.106149958,0.893850042,0.893850042,0
0,12900,64245,83823,DebtCon,Office,13,0,0,246.8377195,3,36,40.56013033,0.082874754,0.917125246,0.917125246,0
0,5907.378092,39401,53758,HomeImp,Other,22,0,0,118.6463752,0,23,38.68944062,0.101021408,0.898978592,0.898978592,0
0,12900,58566,74655,DebtCon,Mgr,5,,,116.7758176,,24,39.97705119,0.106149958,0.893850042,0.893850042,0
0,12900,105638,112608,DebtCon,Other,17,0,2,208.3068822,2,16,39.67790581,0.248903061,0.75109694,0.75109694,0
0,12900,59191,72716,DebtCon,Other,2,0,0,175.170441,1,17,35.55817128,0.087096225,0.912903775,0.912903775,0
1,12900,27983.75315,76571,HomeImp,Other,2,0,0,29.05867023,3,11,31.45850053,0.154714276,0.845285724,0.845285724,0
1,12900,151991,179521,HomeImp,Office,6,0,0,186.8053299,0,55,34.19175206,0.033173412,0.966826588,0.966826588,0
0,12900,102905,117694,HomeImp,Office,1,0,0,137.1424731,1,21,35.86546621,0.077111614,0.922888386,0.922888386,0
0,12900,92734,114285,HomeImp,Mgr,11,0,0,236.0527728,0,24,28.66341681,0.03072622,0.96927378,0.96927378,0
0,12900,87270,82715.97777,HomeImp,ProfExe,0,0,0,65.10749654,1,20,34.69636554,0.086954121,0.913045879,0.913045879,0
0,12900,90646,561.5490804,HomeImp,Other,19,0,0,141.2084606,3,23,31.52637971,0.058166186,0.941833814,0.941833814,0
0,12900,66126,84472,DebtCon,Other,2,,,187.1791987,,34,29.99503841,0.106149958,0.893850042,0.893850042,0
0,12900,67038,110955,DebtCon,Office,9,0,0,147.1974137,0,12,37.08598608,0.084142303,0.915857697,0.915857697,0
1,12900,89510,102628,HomeImp,Other,20,0,0,117.8571727,3,24,28.53735409,0.066483828,0.933516172,0.933516172,0
1,12900,46266,62000,DebtCon,Other,5.412766344,0,0,77.13333333,5,18,,0.106149958,0.893850042,0.893850042,0
0,12900,83886,100782,HomeImp,ProfExe,5,0,0,115.076186,1,27,27.97970643,0.046744669,0.953255331,0.953255331,0
0,1800.432302,16381.92102,42695,HomeImp,Mgr,14,0,0,55.02158895,0,9,31.99275348,0.08535382,0.91464618,0.91464618,0
0,12900,149297,177044,HomeImp,Office,4,0,0,205.8739212,0,56,34.97573417,0.033526152,0.966473849,0.966473849,0
1,12900,117900,143433,DebtCon,Mgr,6,0,0,227.9328934,0,35,47.61976353,0.094418877,0.905581123,0.905581123,0
0,12900,55673,64582,DebtCon,Other,4,0,0,163.4166317,0,14,26.98743734,0.045314055,0.954685945,0.954685945,0
0,12900,88304,122178,DebtCon,Office,10,0,0,223.4548548,0,12,41.42995887,0.086580037,0.913419963,0.913419963,0
0,12900,50636,57838,DebtCon,Other,0,1,0,187.8253233,1,13,28.81347094,0.085928537,0.914071463,0.914071463,0
0,12900,52353,62740,DebtCon,Other,2,0,0,167.515516,0,13,37.3575814,0.093108481,0.906891519,0.906891519,0
0,12900,89492,110007,HomeImp,ProfExe,10,0,2,169.1919843,0,28,32.82003727,0.131341751,0.868658249,0.868658249,0
0,12900,19688,704.3319888,DebtCon,ProfExe,20,0,2,407.2611669,0,12,22.83907899,0.04104815,0.95895185,0.95895185,0
0,12900,70167,90812,HomeImp,Office,25,0,0,177.0806266,2,13,40.22569567,0.107907576,0.892092424,0.892092424,0
0,12900,45215,66162,DebtCon,Other,4,0,0,170.7645169,0,14,39.24801492,0.106426122,0.893573878,0.893573878,0
0,12900,56957,73181,HomeImp,Other,29,1,3,179.096166,1,23,36.39479545,0.405642963,0.594357037,0.594357037,0
0,12900,56798,24824.51809,DebtCon,Other,1,0,0,225.5857631,0,9,33.02128407,0.055970105,0.944029895,0.944029895,0
0,12900,61031,69353.31831,HomeImp,Other,28,0,2,178.0872568,0,23,34.80242878,0.162029722,0.837970278,0.837970278,0
0,12900,18106,37881,DebtCon,Mgr,8,0,0,134.3841089,0,10,20.51596186,0.029539287,0.970460713,0.970460713,0
1,13000,64499,86000,HomeImp,Other,0.003711101,0,0,109.4,0,19,,0.106149958,0.893850042,0.893850042,0
0,13000,11799.39341,59309,HomeImp,Other,6,2,0,355.1312291,1,21,15.82361555,0.039640993,0.960359007,0.960359007,0
0,11519.26754,27787,44901,DebtCon,Other,8,,1,166.7262772,7,28,38.35512561,0.106149958,0.893850042,0.893850042,0
0,13000,81972,102295,HomeImp,ProfExe,5,0,0,107.4206093,0,26,24.72083108,0.034449768,0.965550233,0.965550233,0
0,13000,,28981,HomeImp,,28,0,0,203.902855,0,4,25.7409307,0.106149958,0.893850042,0.893850042,0
0,13000,61509,77065,DebtCon,Other,6,0,0,172.8544902,2,17,35.39086131,0.095481977,0.904518023,0.904518023,0
0,13000,80587,89310.46467,DebtCon,Other,6,0,0,85.00919673,1,13,33.99003975,0.095242252,0.904757748,0.904757748,0
0,13000,72931,96803,DebtCon,Other,6,0,0,208.6728918,2,18,41.05223501,0.125009863,0.874990137,0.874990137,0
1,13000,29461,49326,HomeImp,ProfExe,11,0,0,171.5976685,1,8,38.91799988,0.112293365,0.887706635,0.887706635,0
0,13000,78766,106450,HomeImp,ProfExe,6,0,0,107.9513117,0,26,24.87099388,0.035518536,0.964481464,0.964481464,0
0,13000,49268,72430,DebtCon,ProfExe,19,0,0,192.3644746,0,15,23.61710487,0.027277449,0.972722551,0.972722551,0
0,13000,39386,53149,DebtCon,Other,4,0,0,110.4779566,1,16,38.52175901,0.127425667,0.872574333,0.872574333,0
0,13000,67395,94355,DebtCon,Office,8,0,0,214.4844926,3,28,40.97046682,0.105064977,0.894935023,0.894935023,0
0,13000,53951,988.7169413,HomeImp,Other,28,0,3,212.3869245,1,24,36.72874424,0.249165167,0.750834833,0.750834833,0
0,13000,,72175,HomeImp,Other,,0,0,367.9400249,0,6,36.56113974,0.106149958,0.893850042,0.893850042,0
0,13000,29196,42682,DebtCon,Other,9,,0,143.1080607,6,28,37.29840496,0.106149958,0.893850042,0.893850042,0
0,13000,96172,112123,DebtCon,ProfExe,4.611540686,0,0,181.8918044,1,18,36.22557157,0.071183851,0.928816149,0.928816149,0
0,13000,41493.49491,116994,HomeImp,ProfExe,13,0,2,188.8241991,0,28,32.61950164,0.152265475,0.847734525,0.847734525,0
0,13000,16913,48587,HomeImp,Office,23,0,0,264.9921562,0,20,30.62263556,0.037715455,0.962284545,0.962284545,0
1,13000,125969,144076,DebtCon,Other,4,0,0,110.1931963,2,30,48.9777317,0.203328013,0.796671987,0.796671987,0
1,13000,70000,90704,DebtCon,Other,15,0,3,142.1666667,0,37,,0.106149958,0.893850042,0.893850042,0
1,13000,14436.18611,65000,HomeImp,Other,4.5,0,1,148.5,2,24,,0.106149958,0.893850042,0.893850042,0
0,13000,38200,64764,HomeImp,ProfExe,4,0,0,211.0666667,3,18,,0.106149958,0.893850042,0.893850042,0
0,13000,6793,47700,DebtCon,ProfExe,3.599730166,0,0,304.3666667,0,16,,0.106149958,0.893850042,0.893850042,0
0,13000,57703.13831,83187,HomeImp,Other,,0,0,292.1,0,20,,0.106149958,0.893850042,0.893850042,0
1,13000,61612,99132,HomeImp,ProfExe,8,0,0,262.7333333,1,12,,0.106149958,0.893850042,0.893850042,0
0,13000,,20595.04338,DebtCon,Other,13,,,90.93333333,2,9,,0.106149958,0.893850042,0.893850042,0
0,13000,20200,4689.598736,DebtCon,ProfExe,10.25873427,0,1,199.9,2,16,,0.106149958,0.893850042,0.893850042,0
1,13000,5433.938949,24869,HomeImp,Other,0.7,9,1,193.8,0,9,,0.106149958,0.893850042,0.893850042,0
1,13000,21261.05497,58000,DebtCon,Other,18,3,2,66.93333333,4,7,,0.106149958,0.893850042,0.893850042,0
1,5448.32397,36223,,DebtCon,Other,9,1,0,132.8666667,0,14,,0.106149958,0.893850042,0.893850042,0
1,13000,43744,60000,DebtCon,Self,22,0,1,21.26666667,1,15,,0.106149958,0.893850042,0.893850042,0
1,8550.585937,9168.68046,120000,DebtCon,ProfExe,0.1,0,0,132.8666667,0,21,,0.106149958,0.893850042,0.893850042,0
1,13000,137618,159000,DebtCon,ProfExe,9,2,6,106.5333333,6,37,,0.106149958,0.893850042,0.893850042,0
1,13000,2357.29679,60000,HomeImp,Self,1,0,0,,3,12,,0.106149958,0.893850042,0.893850042,0
1,13000,177000,200000,DebtCon,Mgr,3,0,2,195.8333333,1,50,,0.106149958,0.893850042,0.893850042,0
1,13000,60000,86400,DebtCon,Other,12,0,2,149.1666667,0,28,,0.106149958,0.893850042,0.893850042,0
1,13000,111000,137813,,Mgr,6,2,2,138.3333333,3,65,,0.106149958,0.893850042,0.893850042,0
1,13000,152029,173750,HomeImp,ProfExe,20,0,0,19.33333333,7,5,,0.106149958,0.893850042,0.893850042,0
0,13000,26863,44218,HomeImp,Other,10,0,0,92.99959341,2,11,29.11293616,0.090327435,0.909672565,0.909672565,0
0,13000,110094,145807,DebtCon,ProfExe,2,0,0,285.2759347,0,45,35.04547106,0.034030597,0.965969403,0.965969403,0
0,7938.139136,66014,85528,DebtCon,Office,4,2,3,185.6449939,2,30,39.41871848,0.554853221,0.445146779,0.554853221,0
0,13000,61865,72045,DebtCon,ProfExe,0,0,0,172.6966846,2,34,42.56558229,0.111179874,0.888820126,0.888820126,0
0,13000,,25552,HomeImp,,28,0,0,198.0728056,0,5,25.50782049,0.106149958,0.893850042,0.893850042,0
0,13000,77355,114400,,,,,,,,,,0.106149958,0.893850042,0.893850042,0
