BAD;LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC;P_BAD1;P_BAD0
0;11700;20608.824529;93432.929088;DebtCon;Other;18;0;2;198.54334807;1;16;38.721259448;0.2852028336;0.7147971664
0;1398.4499428;538.07130772;107600;DebtCon;Other;12;0;0;214.86981675;2;15;40.287411441;0.1680072846;0.8319927154
0;8009.3060692;15732.656846;27555.581699;DebtCon;Other;3;;;175.65856785;;35;30.253969922;0.1061499579;0.8938500421
0;11800;74512;51082.870667;HomeImp;Office;4;5;0;117.91881998;;16;58.295989944;0.1061499579;0.8938500421
1;11800;118053;125325;DebtCon;Self;3.866261674;0;0;181.17206513;0;18;33.200397325;0.0679986069;0.9320013931
0;7654.9932664;52104;61618;DebtCon;Office;0;0;0;160.74993141;0;21;37.129512042;0.0731116268;0.9268883732
0;6137.1092775;79131;102263;HomeImp;ProfExe;1.2279795721;0;0;105.25389259;0;34;36.070978869;0.072067585;0.927932415
1;11800;67678;101229.61183;HomeImp;ProfExe;13;0;7;126.65823161;0;36;37.162689687;0.7759123734;0.2240876266
0;2374.0764308;;23172.352435;HomeImp;Other;;0;0;357.33268218;0;7;34.327276537;0.1061499579;0.8938500421
0;11800;21813;30436;DebtCon;Office;2.5070049183;0;1;104.01163591;0;16;19.408461231;0.0463165244;0.9536834756
0;8367.9133856;44944;37538.68387;DebtCon;Other;;0;0;74.156045076;0;14;42.81224294;0.1061499579;0.8938500421
0;10952.730684;20230.503655;65535;DebtCon;Mgr;11;0;0;108.46940045;1;18;32.783483568;0.0795616621;0.9204383379
0;11800;65062;704.38616952;HomeImp;Office;9.1043645447;0;0;251.14419571;0;31;43.372372819;0.0621510501;0.9378489499
0;11800;67336;82218;DebtCon;Office;12;0;0;255.31353476;3;36;40.878428241;0.0820271106;0.9179728894
0;11800;83648.100989;125552;DebtCon;Office;11;0;0;148.17649241;1;22;37.884449327;0.0852066197;0.9147933803
1;4735.0783235;116742;137385;DebtCon;ProfExe;15;;1;170.54003506;1;33;30.785003591;0.1061499579;0.8938500421
1;2182.6947873;38825;51984;DebtCon;Other;;0;0;82.527794351;0;14;40.88273326;0.1061499579;0.8938500421
0;11800;32257;59515;DebtCon;Office;23;0;0;231.59994452;0;29;25.701276422;0.0238788585;0.9761211415
1;11800;;24904.971077;HomeImp;Other;11;0;0;305.5667157;2;13;32.500059069;0.1061499579;0.8938500421
0;4473.9579073;159.9060649;91614;HomeImp;Office;26;0;0;171.88954687;2;13;42.488517052;0.1716893041;0.8283106959
0;11800;47491.281787;69786;DebtCon;Mgr;3.9461082425;;;126.78778068;;24;41.047754879;0.1061499579;0.8938500421
1;5072.4354525;98877;56416.629811;DebtCon;Other;18;0;2;195.86291677;1;16;36.871699423;0.1784438793;0.8215561207
0;11800;71854.51191;140781;DebtCon;ProfExe;5.2178733792;;0;170.70050749;0;32;29.942492402;0.1061499579;0.8938500421
1;11900;44600;63800;DebtCon;Other;9;0;0;243.5;0;18;;0.1061499579;0.8938500421
1;11900;31475.156442;79000;HomeImp;Mgr;1;0;0;182.6;2;23;;0.1061499579;0.8938500421
0;11900;44142;54299;HomeImp;Other;22;0;0;123.47114722;0;22;37.154902302;0.0884233136;0.9115766864
0;11900;56443;86913;DebtCon;Office;12;0;0;119.85940967;0;24;38.861656969;0.085442259;0.914557741
0;10696.081857;85486;109386;HomeImp;ProfExe;11;0;1;175.54256546;0;28;33.670908179;0.0850696952;0.9149303048
0;4101.5604731;108763;128780;DebtCon;Office;8;0;0;60.377932903;3;21;49.418114378;0.2474074683;0.7525925317
0;5418.6192302;56792;64130;DebtCon;Mgr;13;0;0;118.61259022;1;18;32.665746304;0.0649092959;0.9350907041
0;11900;;39433;HomeImp;Other;;;1;81.394829612;0;9;35.503664257;0.1061499579;0.8938500421
0;11900;46246.488774;9251.2835689;DebtCon;Mgr;20;0;0;238.46666667;11;24;;0.1061499579;0.8938500421
0;11900;85179;122788;HomeImp;Other;10;;;;;;39.430730627;0.1061499579;0.8938500421
0;3919.8095828;41009;68211;DebtCon;Office;10.769747251;0;0;234.92961744;0;28;28.391039297;0.0311550024;0.9688449976
0;11900;28329;52927.605334;HomeImp;ProfExe;21;0;0;239.45711772;0;10;24.534997192;0.0298187101;0.9701812899
0;3067.0770675;117550;144178;DebtCon;ProfExe;8.1722489713;;1;170.9458328;1;32;29.099981214;0.1061499579;0.8938500421
1;11900;58104;65388.746124;HomeImp;Other;0.0543518919;0;0;69.433333333;1;19;;0.1061499579;0.8938500421
1;11900;35832.172295;45651.193867;DebtCon;Other;5.1727689007;0;0;123.6;0;20;;0.1061499579;0.8938500421
0;11900;34222;59948;DebtCon;Office;21.598380993;0;0;228.0753508;1;29;25.728837383;0.027402307;0.972597693
0;11900;26016.291223;30300.423237;HomeImp;Other;0;0;0;240.6943608;0;11;40.775677146;0.1091140088;0.8908859912
0;11900;1299.4116506;23077.19626;HomeImp;ProfExe;4.0501560243;0;1;82.639505382;1;34;36.50598321;0.1581750383;0.8418249617
0;11900;29822;48574;DebtCon;Office;1.6368581977;0;0;132.4016914;0;4;36.611156973;0.0961750673;0.9038249327
0;11900;201264;8796.1535937;HomeImp;ProfExe;10;0;0;239.74336633;0;22;33.776336963;0.0201368704;0.9798631296
0;11900;70313.728203;57240.150455;DebtCon;Other;17;0;1;196.56812795;2;15;37.99899138;0.1519239073;0.8480760927
0;396.46671614;89595;73325.913853;HomeImp;Mgr;6.8922803788;0;0;250.46824187;0;24;30.305388108;0.0315145709;0.9684854291
0;11900;63833;;DebtCon;Other;3;;;;;;40.932766781;0.1061499579;0.8938500421
0;11900;7625.2603246;104371;DebtCon;Mgr;1;0;0;79.081397224;1;23;40.02421108;0.1582185657;0.8417814343
0;11900;83877;208924;HomeImp;Self;15;0;0;12.752046941;;7;18.249721916;0.1061499579;0.8938500421
0;451.43955464;111022.51503;143915;DebtCon;ProfExe;15;;1;185.57266828;0;32;28.977738657;0.1061499579;0.8938500421
0;7852.6065949;24607.16629;26198.873402;HomeImp;ProfExe;3.7477953265;0;0;92.136821036;1;33;37.525751033;0.095079;0.904921
0;7879.5134007;61094;45470.00315;;Other;12;0;0;250.19983439;0;26;29.734874071;0.1061499579;0.8938500421
0;12000;84172;90198.623623;DebtCon;Office;2.4065448755;0;0;139.01844935;1;21;38.582669884;0.0875589595;0.9124410405
0;12000;83560;126479;HomeImp;Other;8;;;;;;38.928315685;0.1061499579;0.8938500421
0;12000;38481.045398;74204;DebtCon;Office;6;0;0;98.591738332;2;14;24.490438355;0.0532013465;0.9467986535
0;12000;41182;59947;HomeImp;Other;20.173062568;0;0;118.17993915;0;22;37.131064161;0.09295949;0.90704051
0;12000;57371;69076;DebtCon;Mgr;10;1;0;83.251972039;1;19;29.632108256;0.0876434854;0.9123565146
0;12000;76799;83864;DebtCon;Mgr;8;0;0;102.20427433;0;22;27.17193008;0.038306779;0.961693221
0;1173.7426283;35028;55079;HomeImp;Other;23;0;1;108.63396857;0;23;40.797457548;0.1932595866;0.8067404134
0;12000;30777;28288.651628;DebtCon;Other;8;;0;151.69943102;7;28;38.177742947;0.1061499579;0.8938500421
0;12000;7804;47402.588066;HomeImp;Other;2.2660280141;2;0;347.12332582;0;21;16.816307486;0.0385886032;0.9614113968
0;8525.208384;24818.249567;68707;DebtCon;Office;8.6244602523;0;0;234.88798047;1;29;26.301236902;0.0327182904;0.9672817096
0;12000;5012.6468897;53079;HomeImp;Office;23;0;0;259.55504435;0;20;29.397478217;0.0377499198;0.9622500802
1;11687.135769;46967.574661;70171;HomeImp;Other;;0;2;206.3192338;1;12;29.843136669;0.1061499579;0.8938500421
0;12000;39437.76439;93757;DebtCon;Office;4.2224104722;0;1;91.432675908;0;8;24.459383678;0.0805419012;0.9194580988
0;12000;30694.371781;121229;DebtCon;;2;0;0;104.48259122;0;25;34.767288887;0.1061499579;0.8938500421
0;607.5258798;79844;98139;HomeImp;ProfExe;8;0;0;156.95475827;0;34;31.700124322;0.0450841319;0.9549158681
1;12000;60859.753635;77925.667695;HomeImp;Other;8;0;0;91.97034976;1;19;50.173065029;0.2554549277;0.7445450723
0;2276.6139294;35721;15968.509123;HomeImp;Other;23;0;1;125.928071;0;22;38.627024993;0.1488726325;0.8511273675
0;12000;72786;84595;DebtCon;Office;4;2;2;198.76932508;3;30;38.090209026;0.4075475926;0.5924524074
1;9019.3328527;42000;60000;DebtCon;Other;4;1;2;145.53333333;0;23;;0.1061499579;0.8938500421
1;7190.4950939;69000;92900;HomeImp;ProfExe;2;0;0;115.9;0;15;;0.1061499579;0.8938500421
1;12000;74427;72740.572156;DebtCon;Other;17.027581483;0;1;169.73333333;2;40;;0.1061499579;0.8938500421
1;9141.4025487;;;HomeImp;Other;3;0;2;213.66666667;1;15;;0.1061499579;0.8938500421
0;12000;7590.0400782;64000;DebtCon;Other;0.2464303431;0;0;262.96666667;0;21;;0.1061499579;0.8938500421
0;12000;96000;117591.48209;HomeImp;ProfExe;14;0;0;126.8;5;22;;0.1061499579;0.8938500421
0;2546.6836218;46000;27987.048751;DebtCon;Other;4;0;0;176.5;0;14;;0.1061499579;0.8938500421
0;12000;71145.273211;101200;DebtCon;Sales;13;;2;151.13333333;1;18;;0.1061499579;0.8938500421
0;12000;92467.089839;120932.75918;HomeImp;ProfExe;10;0;0;170.43333333;3;32;;0.1061499579;0.8938500421
0;12000;76187;93100;DebtCon;Other;0.5;0;0;144.06666667;0;23;;0.1061499579;0.8938500421
0;12000;73000;94900;DebtCon;ProfExe;9;3;0;189.7;1;30;;0.1061499579;0.8938500421
0;3357.0646119;150000;96188.576173;DebtCon;ProfExe;7;;1;206.66666667;4;26;;0.1061499579;0.8938500421
0;12000;11822.195333;61250;DebtCon;ProfExe;7.5;0;0;264.8;1;16;;0.1061499579;0.8938500421
0;6777.7350893;;26808.331347;;;0;0;0;;0;0;;0.1061499579;0.8938500421
0;12000;57609.55975;112125;HomeImp;Office;2;0;0;143.03333333;1;22;;0.1061499579;0.8938500421
0;12000;4454.1080093;106000;DebtCon;Other;6;0;0;78.066666667;2;14;;0.1061499579;0.8938500421
0;12000;12584.508324;67800;DebtCon;ProfExe;19;0;0;199.9;0;16;;0.1061499579;0.8938500421
0;6474.4116545;53800;80000;DebtCon;Other;0.2339852687;0;0;124.76666667;4;11;;0.1061499579;0.8938500421
0;12000;40624.490846;36069.789621;HomeImp;Mgr;3;0;3;153.5;0;26;;0.1061499579;0.8938500421
0;12000;44000;20691.514829;DebtCon;Other;2.7455296568;0;0;172.5;0;14;;0.1061499579;0.8938500421
0;12000;81000;105250;DebtCon;ProfExe;3.5340692958;0;0;200.9;2;37;;0.1061499579;0.8938500421
0;482.03368507;36346;14341.62708;DebtCon;Other;;0;0;114.66666667;2;19;;0.1061499579;0.8938500421
0;12000;34300.379901;99000;HomeImp;Other;20;0;0;136;4;24;;0.1061499579;0.8938500421
0;5967.7252164;64000;80000;DebtCon;Other;0.9050619737;0;0;239.53333333;3;26;;0.1061499579;0.8938500421
1;8990.0568933;;87000;DebtCon;Other;13;;;;;;;0.1061499579;0.8938500421
1;12000;85039;111100;DebtCon;ProfExe;0.2;1;2;144.06666667;1;34;;0.1061499579;0.8938500421
1;5394.9206608;87000;113850;DebtCon;Office;11;0;0;216.13333333;0;12;;0.1061499579;0.8938500421
1;3856.784895;;;HomeImp;Other;19;0;8;195.83333333;0;13;;0.1061499579;0.8938500421
1;12000;26512.646147;81497.345191;HomeImp;Other;3.5448008839;2;0;99.366666667;0;21;;0.1061499579;0.8938500421
1;12000;16221.024778;34234.063118;DebtCon;Other;0.1;0;0;247.5;1;10;;0.1061499579;0.8938500421
1;12000;75382.571539;132800;DebtCon;Mgr;6.780021124;0;0;95.733333333;0;25;;0.1061499579;0.8938500421
1;6463.1248743;27367.235218;72000;DebtCon;Other;8;;;105.5;2;22;;0.1061499579;0.8938500421
1;12000;118000;139350;HomeImp;ProfExe;2;0;0;153.16666667;2;17;;0.1061499579;0.8938500421
1;12000;75176.434979;;;Other;12.9;0;1;71;0;12;;0.1061499579;0.8938500421
1;12000;45927.582762;80000;DebtCon;Office;9.131532474;;4;123.1;3;25;;0.1061499579;0.8938500421
1;12000;59099;82000;DebtCon;Other;10;0;2;219.13333333;0;33;;0.1061499579;0.8938500421
1;12000;15231;42845.01;DebtCon;Office;3.3610593569;0;1;65.966666667;2;18;;0.1061499579;0.8938500421
1;12000;33761.031401;89800;HomeImp;ProfExe;2.4281716767;0;5;220.13333333;1;16;;0.1061499579;0.8938500421
1;11707.826765;35996.031653;91000;HomeImp;Other;6.1136501539;1;0;137;0;3;;0.1061499579;0.8938500421
1;12000;32999.329212;10239.048727;DebtCon;Other;5;0;1;113.63333333;1;18;;0.1061499579;0.8938500421
0;12000;39615.308969;97936;DebtCon;Mgr;5;0;0;147.91420273;2;27;41.225763159;0.1311245565;0.8688754435
1;12000;54257;47583.059874;;Other;6.6714278863;1;1;188.33742177;2;31;38.942759641;0.1061499579;0.8938500421
0;12000;36072;62960;DebtCon;ProfExe;1.478326746;0;0;288.5298732;0;16;22.423002459;0.0222063101;0.9777936899
0;621.58818199;97650;51234.269849;DebtCon;ProfExe;11;0;0;199.82804201;1;17;34.387943973;0.0503344263;0.9496655737
0;4877.0305239;;42409.574913;HomeImp;Other;;0;0;356.93333041;0;7;37.934443412;0.1061499579;0.8938500421
0;12000;88210;61424.02184;DebtCon;ProfExe;8;0;0;203.46897898;1;36;41.572971522;0.0694089207;0.9305910793
0;12000;28385.176556;100654;HomeImp;ProfExe;0;0;0;79.677885378;1;20;33.773303262;0.1081013485;0.8918986515
0;12000;43343.795838;75959;HomeImp;Office;14;1;0;253.61692796;1;31;43.15970058;0.135181701;0.864818299
1;12000;;22450.354745;DebtCon;Other;;1;0;121.37953588;0;4;39.69469137;0.1061499579;0.8938500421
1;3965.9088421;48189;53969;DebtCon;Other;3.4394426241;0;0;276.38174269;0;18;65.495243152;0.3551554171;0.6448445829
0;12000;98428;49595.828557;DebtCon;Other;5.7426466447;0;1;188.14820819;2;15;36.737721285;0.1322394486;0.8677605514
0;3455.6713153;5901.0139669;86648;HomeImp;Other;12.980321876;0;0;206.24709466;0;17;35.127874351;0.0929454962;0.9070545038
0;9218.8923786;48622;27142.029437;HomeImp;Other;1.28176768;0;2;191.56929158;0;12;29.204499555;0.1368752811;0.8631247189
0;12100;58556;27250.205278;HomeImp;Other;0.9037992609;0;1;234.65854468;1;16;37.639252934;0.1335778648;0.8664221352
1;12100;186062;227171;HomeImp;ProfExe;0;0;0;67.780848026;;4;26.990532996;0.1061499579;0.8938500421
0;12100;13218;82386;DebtCon;Other;7;0;0;262.39425427;0;14;18.430472375;0.0245278555;0.9754721445
0;12100;96439;57713.114976;HomeImp;Mgr;0.9860545215;0;3;156.31913094;0;26;39.279313253;0.272707033;0.727292967
0;12100;37960.278819;64398;DebtCon;Other;0.6750018209;0;0;263.04470405;0;20;28.803982547;0.0411127153;0.9588872847
1;11083.553591;29097;72647;DebtCon;Other;8;;;109.51487945;1;22;45.304760569;0.1061499579;0.8938500421
1;8806.1211832;90917;89695.68724;DebtCon;Sales;11;;2;159.87451797;0;17;33.453728495;0.1061499579;0.8938500421
0;5082.5169444;13603.612577;28925.696379;DebtCon;Other;3;0;0;176.00986434;0;14;28.548603692;0.0549632499;0.9450367501
1;3957.2038452;17383.505876;75029;HomeImp;Office;14;0;0;254.18965549;0;31;43.89784955;0.0965608313;0.9034391687
0;12100;50150;58489.144695;DebtCon;Other;4;0;0;166.23170863;0;13;26.644324791;0.0449193119;0.9550806881
0;12100;50973;74183;DebtCon;Mgr;6;;;122.69182705;;24;41.128085307;0.1061499579;0.8938500421
0;12100;22000;38750;DebtCon;Other;0.8;0;0;167.4;1;17;;0.1061499579;0.8938500421
0;12100;12000;33938;DebtCon;Mgr;9;0;0;118.76666667;0;11;;0.1061499579;0.8938500421
0;12100;31400;48000;DebtCon;Other;6;1;0;107.53333333;2;16;;0.1061499579;0.8938500421
1;86.430341185;24268.880378;8778.1977247;DebtCon;Mgr;2.1440321659;0;0;155.2;1;32;;0.1061499579;0.8938500421
0;7484.0846056;67927;90198.552684;DebtCon;Other;2;0;0;35.53887812;2;3;38.847597081;0.195851266;0.804148734
0;9205.5231826;;72731;;;0;0;0;;0;0;0.7202950067;0.1061499579;0.8938500421
0;3828.7855419;71334.834002;84040.900612;DebtCon;Mgr;4;0;0;123.77662458;2;27;41.634847306;0.1224180454;0.8775819546
0;9268.8483711;7911.277858;72136.542936;HomeImp;ProfExe;6;0;0;102.22570446;1;26;25.782787088;0.0554195696;0.9445804304
0;8019.3377568;61868;40169.866034;HomeImp;Other;30;0;3;170.43863924;0;23;37.915020999;0.2801498124;0.7198501876
1;4072.1196514;46152;72773;DebtCon;Other;0;0;0;270.48998006;0;20;29.495115994;0.0426306486;0.9573693514
1;12100;96554.027681;113004;DebtCon;Other;0.1810964156;0;0;202.6225313;2;15;37.716646112;0.1031342314;0.8968657686
0;12100;105104;144712;HomeImp;ProfExe;4.4388308327;0;0;129.51880811;5;22;37.413774661;0.1468404651;0.8531595349
0;12100;71060;34557.919281;DebtCon;Other;1.4402638308;;;179.86634886;;35;29.89415099;0.1061499579;0.8938500421
0;12100;75255.925102;113744;DebtCon;ProfExe;0;0;2;139.48533969;0;34;33.943437719;0.1526914818;0.8473085182
0;5669.1520621;28193;28626.707037;DebtCon;Other;0;;;;;;37.618026904;0.1061499579;0.8938500421
0;12100;6440.1345948;34443;DebtCon;Mgr;9;0;0;117.64828293;0;10;21.589836378;0.0346633432;0.9653366568
0;12100;36040.835872;20119.414138;DebtCon;Other;0;0;0;229.40617542;0;10;35.867729634;0.0726483579;0.9273516421
0;2657.137226;48149;74539;DebtCon;ProfExe;17;0;0;200.03256163;0;15;23.130971888;0.0270921996;0.9729078004
0;12200;42402.046604;83102;HomeImp;Office;14;0;0;238.52492741;1;32;44.449670971;0.103836989;0.896163011
0;4713.934092;110088;137794;DebtCon;ProfExe;0.7983106416;0;0;251.15189185;1;46;33.517117222;0.0375407175;0.9624592825
0;7135.3625771;38994.835383;72971;DebtCon;Other;1.1748078229;0;0;166.89946021;1;16;34.709643927;0.0947381418;0.9052618582
0;12200;32855.936541;88473;DebtCon;Other;1.6270084323;0;0;234.77599668;3;26;29.097298793;0.066288765;0.933711235
0;5147.6467186;136866;162906;HomeImp;ProfExe;1.2231869927;0;0;427.92359149;0;43;30.182122904;0.0170207142;0.9829792858
0;12200;38395.405283;80845.253967;HomeImp;ProfExe;1.7727884454;0;0;79.730260623;2;19;34.405482343;0.1147561;0.8852439
1;12200;97000;109800;HomeImp;ProfExe;5;0;0;152.13333333;3;33;;0.1061499579;0.8938500421
1;12200;24134.584093;91748.219713;DebtCon;Other;11;0;0;173.5;0;27;;0.1061499579;0.8938500421
0;12200;37729.025664;232176;HomeImp;ProfExe;10;0;1;237.31576972;0;22;30.689439205;0.111740084;0.888259916
0;11368.46041;45095;64736;DebtCon;Other;9;0;0;249.67377106;0;18;31.635302623;0.0488931076;0.9511068924
0;6884.6063784;70722;81760;DebtCon;Other;0;0;0;219.78527278;3;26;30.277005376;0.062711642;0.937288358
0;10354.568368;178885.37387;86952.007977;HomeImp;ProfExe;0.9033344597;0;0;223.43811683;0;21;31.370272297;0.0266810374;0.9733189626
0;12200;82904;113229.31592;DebtCon;Office;6.7027775155;0;0;131.6590526;1;21;37.273139992;0.0855454573;0.9144545427
0;12200;61302;90873;DebtCon;Other;1.8143489677;0;0;35.973541612;1;4;39.973613155;0.1899914734;0.8100085266
0;12200;27118;87982;HomeImp;ProfExe;6.9155414351;0;0;232.23699614;0;11;25.235438798;0.0381241486;0.9618758514
1;12200;28315.92016;52366.815281;DebtCon;Other;14;0;0;169.93066352;0;18;34.629427656;0.0741059095;0.9258940905
0;4543.0515123;57112;76050;DebtCon;Other;0.7764394757;0;0;235.22926877;0;9;35.113185331;0.0740380736;0.9259619264
0;4161.3916572;90154;110479;DebtCon;ProfExe;2.7559010283;0;0;196.92640591;2;37;43.189031502;0.1038385914;0.8961614086
0;12200;69628.945099;8828.3091943;DebtCon;ProfExe;0;1;1;138.61008049;1;33;34.351808356;0.1267428074;0.8732571926
0;12300;79838;78186.037049;DebtCon;ProfExe;6.4543817036;0;0;173.83862388;0;11;37.824470796;0.0753954191;0.9246045809
0;12300;86985.53962;137208;DebtCon;ProfExe;10.474592783;;1;173.71432273;0;33;32.056072286;0.1061499579;0.8938500421
0;12300;89333;106107;HomeImp;Other;19;0;0;120.25788605;3;24;28.774702133;0.0683411089;0.9316588911
1;12300;24552;45177.018264;DebtCon;Other;0;0;0;171.07510456;0;16;29.299550944;0.057014744;0.942985256
0;12202.978207;61253;85825;DebtCon;Sales;3.9664961905;0;0;130.02625897;0;34;27.20337824;0.0850847237;0.9149152763
0;12300;152107;179793;DebtCon;ProfExe;7;;1;212.78299558;3;25;43.134095051;0.1061499579;0.8938500421
0;12300;48866;73023;HomeImp;Office;11;3;1;251.62906201;1;29;32.876870739;0.2413465719;0.7586534281
1;12300;45774.976795;66603;HomeImp;Office;6;0;1;80.38898294;1;11;40.01910455;0.2208033383;0.7791966617
0;12300;1112.8598784;78325.327578;DebtCon;ProfExe;16;;1;179.8829733;0;32;30.488268105;0.1061499579;0.8938500421
0;12300;6128.5804636;104045;DebtCon;Other;8;0;0;219.09048911;0;20;18.58475695;0.0283000519;0.9716999481
0;4753.7726578;60200;77079;HomeImp;Office;13;0;0;242.24413818;1;32;45.394168545;0.1016114077;0.8983885923
0;12300;;50530;HomeImp;Mgr;4.8985101282;;;163.54095996;;9;20.02628441;0.1061499579;0.8938500421
1;12300;8443.7247656;101200;HomeImp;Other;0.1637675159;0;0;145.06666667;1;19;;0.1061499579;0.8938500421
1;12300;50230;70000;DebtCon;Sales;0.6562529573;0;;184.36666667;2;20;;0.1061499579;0.8938500421
1;12300;49800;64000;DebtCon;ProfExe;23;0;2;232.33333333;3;17;;0.1061499579;0.8938500421
1;1123.7599373;40235.346295;94000;DebtCon;Mgr;41;;4;212.86666667;4;17;;0.1061499579;0.8938500421
0;12300;107498.68898;36925.553323;DebtCon;ProfExe;0.7213883259;0;0;252.6592531;0;45;32.497145096;0.0230148727;0.9769851273
0;12300;52622;20888.720562;DebtCon;Other;0;0;0;191.0774254;1;13;26.203067291;0.041995153;0.958004847
0;3856.7790686;73642.836377;31726.902831;HomeImp;Office;1.4905066534;0;0;196.87675772;0;56;33.722769149;0.0305855615;0.9694144385
1;5343.6109713;523.38233324;38272.480061;HomeImp;Other;10;0;0;82.760160333;0;3;34.385367068;0.1264133165;0.8735866835
0;8732.2822681;40872.528725;121122;DebtCon;Office;9;0;0;133.49754075;1;21;36.91048167;0.102021559;0.897978441
0;12300;159798;135551.0346;DebtCon;ProfExe;3.6406378828;;0;206.81707264;4;25;41.42504139;0.1061499579;0.8938500421
0;10772.627836;81590;90050;DebtCon;Mgr;6;0;0;136.7467587;1;26;41.732675815;0.1019160206;0.8980839794
1;7122.2316526;1325.8072366;59795;HomeImp;Other;12.895142995;0;0;118.65306415;0;23;40.662981652;0.143666478;0.856333522
0;12300;10258.235019;24556.664589;DebtCon;Office;1;0;0;186.45101665;0;21;35.452607421;0.0658537577;0.9341462423
0;12300;33061;15640.955217;DebtCon;Other;0.7765365507;;1;154.8992783;7;28;39.701782857;0.1061499579;0.8938500421
0;12300;102908;124217;HomeImp;ProfExe;9;0;0;159.99402639;2;31;27.707443896;0.0422525431;0.9577474569
0;12300;130415.44751;157511;HomeImp;ProfExe;1.3583578064;0;1;403.74892984;0;43;29.583184253;0.0296218014;0.9703781986
0;6984.3094394;92573;119325;DebtCon;ProfExe;1.7895381478;1;2;157.6206429;0;33;34.775102513;0.2122934566;0.7877065434
1;12300;73099;84250;DebtCon;ProfExe;2.0659257574;;;;;;40.222283144;0.1061499579;0.8938500421
1;8071.586835;11300;25180.222608;;Other;;5;1;170.43333333;3;21;;0.1061499579;0.8938500421
0;12300;68024;75008.203264;DebtCon;Sales;7;0;0;125.50405141;0;35;29.293344354;0.0903326145;0.9096673855
1;8354.4351782;64265;30452.906152;DebtCon;Other;4.6317503856;0;1;233.15612479;0;32;32.908823864;0.067752054;0.932247946
0;6827.2838596;132894;198168;HomeImp;Office;0;0;1;355.1639113;0;16;40.540295366;0.1056831817;0.8943168183
0;12400;31303;57444;;Other;28.479020141;0;0;246.71682738;0;18;20.205907521;0.1061499579;0.8938500421
0;11457.812082;74656.311837;94959.329774;HomeImp;ProfExe;0.1464947467;0;0;74.404263327;1;19;36.457349926;0.1057019117;0.8942980883
0;9440.7792666;137927;96739.210866;HomeImp;ProfExe;6;0;1;436.75177987;0;42;29.272556814;0.0212542272;0.9787457728
1;1986.8103405;45604;65501;DebtCon;Other;9;0;1;70.337530564;1;24;35.212181264;0.1674598959;0.8325401041
0;10503.315134;26768;52411;HomeImp;Other;0;0;0;253.31804334;0;11;38.821021323;0.0990176037;0.9009823963
0;12400;203902;234454;HomeImp;ProfExe;6.3735198064;0;0;213.45544748;0;22;33.64852105;0.041704542;0.958295458
1;10266.87257;1781.5260371;21492.890605;DebtCon;Mgr;8;0;0;120.67492799;0;11;24.089437148;0.0402000371;0.9597999629
0;10914.061503;49264;2885.913226;DebtCon;Other;0;0;0;182.00104146;2;13;27.00877688;0.0497608797;0.9502391203
0;10278.673845;36034;62953;DebtCon;ProfExe;9;0;0;262.07934525;0;16;21.345227351;0.0211829983;0.9788170017
0;12400;;50077.020146;;;0;0;0;;0;0;2.3651954133;0.1061499579;0.8938500421
0;12400;94000;112000;DebtCon;Mgr;4;0;0;;0;0;;0.1061499579;0.8938500421
0;12400;115902;60536.959243;DebtCon;ProfExe;0.9268279238;0;0;288.46762658;0;45;33.054284333;0.022401843;0.977598157
0;12400;85344.061428;144760;DebtCon;ProfExe;0.3071902079;0;0;279.5221733;1;46;35.614731425;0.0455973958;0.9544026042
1;2455.1660355;57105;50197.430464;DebtCon;Other;1.2713654364;0;0;134.03176787;0;20;36.925736414;0.0881742866;0.9118257134
0;12064.295463;34055;40739;DebtCon;Other;9;;0;147.01282696;6;29;39.930947359;0.1061499579;0.8938500421
1;12400;15992.448261;46251.432756;DebtCon;Other;15;1;0;76.042086926;0;7;41.027966747;0.2324812712;0.7675187288
0;12400;;31319.653647;HomeImp;Other;;0;0;349.27961082;0;6;35.714418429;0.1061499579;0.8938500421
0;12400;20430.026007;13259.796367;DebtCon;Other;2;;;;;;38.237225598;0.1061499579;0.8938500421
0;3588.4145511;24769;87665;HomeImp;ProfExe;10.363905083;0;0;238.38276937;0;11;25.332201314;0.038143873;0.961856127
0;12400;83018;96637;DebtCon;Other;0.7342452475;0;0;95.902131333;2;32;41.244779194;0.1395349756;0.8604650244
0;12500;17773.430366;118369;DebtCon;ProfExe;0;0;1;132.82371179;0;33;34.833864806;0.133515799;0.866484201
0;12500;37562;22448.3601;HomeImp;Other;22;0;1;129.48684395;0;23;39.083002442;0.1492856927;0.8507143073
1;4522.3940709;21484.852838;81806.023601;HomeImp;ProfExe;7.3512063135;0;7;145.95301782;0;36;36.759984664;0.7993270966;0.2006729034
0;12500;157312;181050;DebtCon;ProfExe;7;;0;209.70673679;4;25;40.905619756;0.1061499579;0.8938500421
0;12500;4086.9093475;59715.433581;HomeImp;Other;0.1433611382;1;1;368.73779632;0;21;14.733594833;0.0371490698;0.9628509302
0;12500;83276;129116;DebtCon;Office;7;0;0;138.68795496;0;22;39.589961826;0.0894897394;0.9105102606
0;5062.5255762;57294;13923.008359;DebtCon;Other;2.4434131572;0;1;321.38758675;0;9;31.380899093;0.0642451194;0.9357548806
