BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,12900,50636.0,57838.0,DebtCon,Other,0.0,1.0,0.0,187.825323320384,1.0,13.0,28.813470941480897
0,18700,50354.0,79011.0,DebtCon,Other,1.0,,1.0,290.82702957249,1.0,10.0,35.1390343608284
0,47700,93909.0,154158.0,DebtCon,Other,14.0,0.0,0.0,227.228260197709,8.0,19.0,41.3381247239225
0,18400,94952.0,129177.0,DebtCon,ProfExe,12.0,,,140.480703514271,,24.0,29.9675058460503
0,25600,76102.0,119391.0,DebtCon,Other,5.0,0.0,0.0,87.6253821680859,1.0,32.0,40.9299543228606
0,13400,102700.0,121216.0,DebtCon,,3.0,0.0,0.0,124.564017917519,1.0,25.0,34.9532786901124
0,7000,74795.0,99149.0,HomeImp,Other,1.0,0.0,1.0,175.57144276601102,0.0,32.0,34.4496646729529
1,2200,24280.0,34687.0,HomeImp,Other,,0.0,1.0,300.86666666666696,0.0,8.0,
0,31700,55247.0,103246.0,DebtCon,Office,3.0,0.0,0.0,177.27692791026402,1.0,25.0,35.302774108016294
0,20400,132443.0,204082.0,HomeImp,ProfExe,13.0,0.0,0.0,187.01869159167597,0.0,22.0,36.821887439462294
0,11100,79226.0,88112.0,DebtCon,ProfExe,10.0,0.0,1.0,179.648273592235,1.0,12.0,40.670904725092
0,27500,150666.0,192346.0,HomeImp,Self,3.0,0.0,0.0,177.871473251786,0.0,17.0,39.978650330514
1,15500,26452.0,43900.0,DebtCon,Mgr,21.0,1.0,2.0,215.06666666666698,0.0,19.0,
1,14800,63800.0,96500.0,HomeImp,Mgr,9.0,0.0,4.0,185.43333333333302,2.0,14.0,
0,26400,220432.0,283978.0,HomeImp,ProfExe,6.0,,5.0,480.356013681818,,56.0,33.7142390985434
0,11900,41009.0,68211.0,DebtCon,Office,23.0,0.0,0.0,234.929617439329,0.0,28.0,28.3910392968222
0,20000,85704.0,94200.0,DebtCon,ProfExe,2.0,1.0,0.0,123.9,0.0,20.0,
0,10600,47701.0,66500.0,DebtCon,Other,10.0,0.0,0.0,103.014289652188,0.0,23.0,37.310006097382896
0,14700,49264.0,68591.0,DebtCon,Other,9.0,0.0,0.0,237.839159137537,0.0,18.0,31.256700120441
1,14000,,,HomeImp,Other,17.0,0.0,7.0,184.613190911819,0.0,12.0,18.1942804212748
0,13000,49268.0,72430.0,DebtCon,ProfExe,19.0,0.0,0.0,192.36447464081502,0.0,15.0,23.617104865478897
0,13700,35825.0,66612.0,DebtCon,Office,22.0,0.0,0.0,231.90147890358898,2.0,29.0,26.7024734420527
1,15000,106239.0,135942.0,DebtCon,ProfExe,19.5,0.0,1.0,9.1,2.0,24.0,
0,17000,53058.0,74000.0,DebtCon,Other,17.0,1.0,0.0,204.93333333333302,1.0,21.0,
1,16800,27623.0,88231.0,DebtCon,ProfExe,8.0,0.0,0.0,122.463271956768,0.0,12.0,55.9620222188728
0,11800,112146.0,140781.0,DebtCon,ProfExe,14.0,,0.0,170.700507489862,0.0,32.0,29.9424924023414
0,5800,75000.0,90543.0,DebtCon,Mgr,18.0,0.0,0.0,300.487205799581,1.0,23.0,38.9405753556688
0,35000,240994.0,39401.0,DebtCon,Mgr,3.0,0.0,1.0,210.50181736072497,3.0,50.0,42.9675116347976
0,10000,114643.0,130127.0,DebtCon,Self,5.0,0.0,1.0,160.667893098875,0.0,19.0,33.9200443933811
0,31800,70680.0,114720.0,HomeImp,Other,5.0,,,115.850249147005,11.0,20.0,43.0694235597036
0,5500,78059.0,78179.0,DebtCon,,5.0,,,,,,20.6793135817858
0,24400,95843.0,123377.0,DebtCon,Self,2.0,0.0,0.0,201.976756158054,1.0,26.0,32.903468131550305
0,15900,58518.0,82095.0,HomeImp,ProfExe,10.0,0.0,2.0,177.247779983801,0.0,14.0,28.8187931163557
0,6600,40926.0,50486.0,HomeImp,Office,10.0,,,179.800868115639,,19.0,27.5323761068296
0,18600,96476.0,119780.0,DebtCon,Office,0.0,,2.0,264.15312467570203,0.0,29.0,40.805743363502295
0,9500,35019.0,52710.0,DebtCon,Other,12.0,0.0,0.0,241.581779359128,0.0,31.0,38.2086678393458
0,25500,79689.0,117577.0,DebtCon,ProfExe,9.0,0.0,0.0,114.968498725606,0.0,19.0,26.484886370606198
0,23000,,49906.0,DebtCon,Other,,,,96.75696905428009,,13.0,27.4412424084876
0,9500,70000.0,85000.0,DebtCon,ProfExe,9.0,0.0,1.0,175.56666666666698,1.0,12.0,
0,43000,18388.0,64896.0,DebtCon,Other,20.0,0.0,0.0,207.06646324788102,0.0,31.0,40.777877130423605
1,39300,,62158.0,DebtCon,Other,0.0,0.0,0.0,238.87412923464402,1.0,14.0,1.02893096815279
0,10000,7718.0,77750.0,DebtCon,Other,8.0,0.0,0.0,261.8,0.0,14.0,
1,15500,82054.0,104627.0,DebtCon,Sales,3.0,0.0,0.0,9.048515086400759,1.0,35.0,60.645756258925296
1,15000,74000.0,90000.0,DebtCon,ProfExe,9.0,1.0,3.0,136.966666666667,0.0,27.0,
0,18200,50250.0,72000.0,DebtCon,Mgr,10.0,2.0,0.0,75.0666666666667,3.0,28.0,
0,16200,81933.0,131208.0,DebtCon,ProfExe,13.0,0.0,0.0,308.53202717453803,0.0,19.0,29.603683750095602
0,12100,105104.0,144712.0,HomeImp,ProfExe,13.0,0.0,0.0,129.518808112196,5.0,22.0,37.4137746610091
0,23900,70694.0,95718.0,HomeImp,Office,11.0,0.0,0.0,138.167359587775,0.0,13.0,38.5612062805384
0,81400,22344.0,108280.0,HomeImp,,25.0,0.0,0.0,148.114993516128,0.0,14.0,34.285741431641306
0,7000,58114.0,93391.0,HomeImp,ProfExe,6.0,0.0,0.0,200.077755069766,1.0,24.0,31.7365117864388
0,25000,71700.0,122500.0,DebtCon,Office,0.0,0.0,0.0,303.4,1.0,24.0,
0,25100,77088.0,111568.0,DebtCon,Mgr,7.0,0.0,0.0,288.008025229802,2.0,29.0,32.5508376423506
0,28400,36484.0,73478.0,DebtCon,Mgr,13.0,1.0,0.0,100.975090795007,6.0,16.0,34.7639937746637
1,17900,70046.0,135917.0,DebtCon,Self,1.0,1.0,2.0,138.011008269972,0.0,16.0,38.2892022950804
0,16500,64992.0,97348.0,HomeImp,Office,8.0,,,123.668820769324,0.0,11.0,36.1079235521182
0,18500,42683.0,68000.0,DebtCon,Office,3.0,0.0,0.0,229.3,0.0,12.0,
0,58100,42615.0,70584.0,DebtCon,Other,4.0,0.0,0.0,102.299116912087,0.0,20.0,28.5257689358321
1,5400,59720.0,63450.0,HomeImp,ProfExe,5.0,0.0,1.0,199.9,1.0,20.0,
0,17400,25859.0,43684.0,DebtCon,Mgr,16.0,1.0,0.0,95.3630686785209,1.0,17.0,27.107619573565998
0,16100,26276.0,168105.0,HomeImp,Self,7.0,0.0,0.0,336.198464510536,0.0,26.0,25.9918199453511
0,11500,44097.0,58336.0,DebtCon,Office,0.0,0.0,0.0,173.318320750794,0.0,20.0,38.19162602456829
0,8700,62400.0,81315.0,DebtCon,Office,6.0,0.0,0.0,98.02887043919641,2.0,14.0,26.620897733667302
0,10600,136820.0,201820.0,DebtCon,ProfExe,2.0,0.0,0.0,68.353056055623,1.0,22.0,38.0722098996175
0,8400,82597.0,83858.0,HomeImp,Other,25.0,0.0,0.0,350.568136170976,1.0,47.0,28.9107571404291
0,31300,188655.0,298090.0,DebtCon,Other,28.0,0.0,0.0,153.086854600902,0.0,22.0,40.2967707120426
0,18000,46865.0,61266.0,DebtCon,,5.0,0.0,0.0,102.59467389155,2.0,9.0,26.353753375179995
0,17200,94937.0,133859.0,DebtCon,Mgr,6.0,,,248.15887558161097,2.0,42.0,36.7908753273035
0,27500,132000.0,179000.0,DebtCon,ProfExe,1.0,1.0,0.0,226.233333333333,2.0,19.0,
0,25100,58042.0,98964.0,DebtCon,Other,16.0,0.0,1.0,125.79586391326401,0.0,29.0,38.3722235008014
0,17200,90567.0,118761.0,DebtCon,Other,14.0,0.0,0.0,139.340170222003,2.0,9.0,34.7848703805752
0,19900,68830.0,107598.0,DebtCon,Office,10.0,0.0,0.0,202.93419537001301,2.0,13.0,30.957516266469604
0,14800,53738.0,66258.0,DebtCon,Other,7.0,0.0,0.0,240.863441437965,0.0,17.0,34.5324960846279
0,8600,45960.0,57473.0,DebtCon,Mgr,4.0,0.0,0.0,189.76806012853802,0.0,22.0,26.7544115537472
0,13700,94650.0,109650.0,DebtCon,Office,3.5,0.0,1.0,268.83333333333303,1.0,34.0,
0,47100,48062.0,107824.0,HomeImp,Self,9.0,0.0,0.0,203.686698378382,2.0,35.0,41.526317396679104
1,60000,86573.0,159920.0,DebtCon,ProfExe,7.0,0.0,5.0,332.733333333333,3.0,22.0,
1,12300,73099.0,84250.0,DebtCon,ProfExe,4.0,,,,,,40.222283143653705
0,8600,42226.0,50386.0,HomeImp,Mgr,21.0,1.0,0.0,223.326462393212,0.0,17.0,34.9278661155272
0,7300,49064.0,64225.0,DebtCon,Mgr,6.0,,4.0,106.375999330365,1.0,10.0,40.0519152312083
0,4900,65873.0,90408.0,,Mgr,2.0,0.0,0.0,141.858998953769,0.0,23.0,37.769618610143496
0,41200,141705.0,207314.0,HomeImp,ProfExe,6.0,0.0,0.0,144.62241830608602,0.0,31.0,36.7762635573634
0,8700,77930.0,80164.0,HomeImp,Other,20.0,0.0,0.0,350.528409859891,1.0,47.0,29.662360099666902
0,6600,68733.0,81973.0,HomeImp,Other,5.0,0.0,0.0,96.97766719871841,0.0,14.0,42.2110467840596
0,9700,,64644.0,HomeImp,Other,,0.0,0.0,368.070924076287,0.0,6.0,36.573169597691496
0,28900,29515.0,49525.0,DebtCon,Other,36.0,0.0,0.0,288.656246670274,0.0,24.0,39.6058077196524
0,14000,50890.0,68722.0,DebtCon,Other,8.0,0.0,1.0,135.768485385509,2.0,49.0,29.4480455268165
1,10000,53297.0,74925.0,HomeImp,Other,14.0,0.0,1.0,88.5333333333333,2.0,15.0,
0,15200,102699.0,121925.0,HomeImp,Office,2.0,0.0,0.0,155.920148655648,0.0,22.0,36.7456390391316
0,9400,122412.0,178547.0,DebtCon,Other,7.0,0.0,0.0,226.088807091703,0.0,19.0,35.4633869775028
0,25000,83624.0,116976.0,DebtCon,ProfExe,9.0,0.0,0.0,129.549593237497,0.0,19.0,29.4277336816107
0,16400,86623.0,124048.0,,,,,,,,,35.8107693620216
0,8200,39175.0,55848.0,HomeImp,Office,10.0,,,161.661582249647,,18.0,24.200111437901
0,5100,,26715.0,DebtCon,Other,1.0,0.0,0.0,258.78929761755296,0.0,14.0,26.722343336549695
0,21300,55140.0,81692.0,DebtCon,Other,12.0,0.0,0.0,109.900685693961,1.0,10.0,4.38498322201659
0,17600,62996.0,86817.0,HomeImp,ProfExe,12.0,0.0,1.0,152.782647794758,0.0,14.0,29.203654576490504
0,10700,50210.0,64838.0,HomeImp,Other,9.0,0.0,0.0,95.03916827590479,2.0,34.0,40.396233444100396
1,5900,25972.0,41856.0,DebtCon,Other,2.0,0.0,2.0,157.960011392432,3.0,27.0,40.628278174916396
0,11500,64371.0,73636.0,DebtCon,ProfExe,2.0,0.0,0.0,162.11625392283702,1.0,35.0,39.791198954773705
0,36200,36661.0,53622.0,DebtCon,Other,,0.0,0.0,,6.0,0.0,32.014691655065306
1,27300,106221.0,137727.0,DebtCon,Self,3.0,0.0,0.0,300.574510847248,3.0,45.0,32.560359398806604
0,42200,21427.0,61457.0,DebtCon,Other,19.0,0.0,0.0,183.48181170998402,1.0,30.0,39.8647388093289
0,18300,90337.0,103864.0,HomeImp,ProfExe,3.0,0.0,0.0,118.53458668751999,0.0,25.0,39.7204889840076
0,7900,77221.0,95316.0,DebtCon,ProfExe,4.0,0.0,0.0,116.30949336469,0.0,25.0,35.4297965790982
0,5400,65814.0,85848.0,HomeImp,Other,4.0,0.0,0.0,122.940288596798,0.0,15.0,44.092325681640006
0,11100,27861.0,47737.0,HomeImp,Other,8.0,0.0,0.0,89.4921166576639,0.0,4.0,34.0509493615436
0,8600,38646.0,54073.0,DebtCon,Other,14.0,0.0,0.0,89.5558527669297,0.0,11.0,32.530256646261705
1,20000,145500.0,194000.0,HomeImp,Self,4.5,0.0,0.0,67.9,5.0,5.0,
0,15100,101378.0,143229.0,HomeImp,ProfExe,12.0,0.0,0.0,129.537315189494,4.0,21.0,36.7762127676216
1,12500,41301.0,60000.0,DebtCon,Other,2.0,0.0,0.0,77.2333333333333,0.0,12.0,
0,25900,80663.0,122372.0,DebtCon,ProfExe,10.0,0.0,1.0,133.669493945955,0.0,18.0,26.573930790696302
0,23500,146371.0,179434.0,DebtCon,ProfExe,6.0,,,195.17814464081403,4.0,43.0,39.94505446975361
0,12800,,,,,,,,,,,24.6596704770716
1,40000,,850000.0,HomeImp,Other,17.0,0.0,0.0,186.666666666667,1.0,24.0,
0,6500,,37448.0,HomeImp,Other,,,,333.230899888063,,11.0,29.0119805777734
1,7200,43705.0,50000.0,DebtCon,Other,9.0,0.0,2.0,235.366666666667,6.0,16.0,
0,16300,71510.0,89756.0,DebtCon,Other,2.0,0.0,0.0,193.13589022134,0.0,30.0,31.4135858317574
0,13700,64486.0,84759.0,DebtCon,Office,4.0,2.0,3.0,182.18025648704798,3.0,29.0,37.0734134609687
0,21300,72450.0,88622.0,DebtCon,Other,3.0,0.0,0.0,117.21012607827299,1.0,29.0,32.661105539748
0,13800,73688.0,94071.0,DebtCon,Office,9.0,0.0,0.0,221.22314273018398,2.0,28.0,41.4821429646398
0,17800,56956.0,74305.0,DebtCon,Office,0.0,0.0,0.0,187.18332939393997,0.0,24.0,31.8174719158688
0,18000,52301.0,79959.0,DebtCon,Other,1.0,,1.0,290.280648201666,0.0,9.0,37.1636979702924
0,11900,71000.0,87000.0,DebtCon,Mgr,20.0,0.0,0.0,238.46666666666698,11.0,24.0,
0,30800,15428.0,45495.0,DebtCon,Other,28.0,0.0,0.0,200.50912433075698,0.0,15.0,42.3879855130929
1,18700,66003.0,82410.0,DebtCon,Mgr,0.0,1.0,0.0,85.77380756952729,1.0,23.0,51.517385301686495
0,7500,63573.0,80601.0,HomeImp,Other,4.0,0.0,0.0,111.435189851017,0.0,14.0,41.7734466163877
0,53200,182033.0,258678.0,DebtCon,ProfExe,5.0,0.0,0.0,227.717729209656,2.0,32.0,39.9313528393821
0,30000,20000.0,38000.0,DebtCon,Other,0.9,0.0,0.0,59.8333333333333,0.0,7.0,
0,9300,39307.0,51680.0,DebtCon,Office,8.0,0.0,0.0,196.01463490210898,0.0,23.0,30.7315717037262
0,28500,49461.0,83352.0,DebtCon,Other,21.0,0.0,0.0,210.025058352957,0.0,26.0,37.301764099454395
0,6400,65215.0,74332.0,HomeImp,Mgr,9.0,,1.0,213.83210320191398,0.0,24.0,40.644619549822394
0,18300,73510.0,95132.0,DebtCon,Mgr,0.0,0.0,0.0,86.6842957494944,0.0,17.0,25.2440462937504
0,16000,133193.0,160919.0,DebtCon,Mgr,,0.0,0.0,223.338521083368,0.0,18.0,37.301517500989796
1,8000,92487.0,113947.0,DebtCon,Other,8.0,0.0,3.0,151.817388717885,0.0,19.0,26.457524449176898
0,25600,241570.0,264772.0,HomeImp,Self,4.0,1.0,0.0,260.74198887420397,2.0,50.0,37.379974648472796
0,8600,76703.0,100862.0,HomeImp,Other,0.0,0.0,1.0,174.557120188288,0.0,31.0,34.3862306644145
0,59200,43877.0,74768.0,DebtCon,Other,5.0,0.0,0.0,102.55031717870199,0.0,21.0,31.3042674339862
0,24900,,48291.0,DebtCon,Other,,,,94.0783775815547,,12.0,25.6178457248992
0,38100,33446.0,73289.0,DebtCon,ProfExe,5.0,0.0,0.0,180.847814956581,1.0,18.0,23.820415334850697
0,24300,,144123.0,,,,,,,,,15.529230142724302
0,26300,94916.0,127526.0,DebtCon,ProfExe,0.0,0.0,0.0,195.84762449380798,2.0,37.0,36.0184956494339
1,17400,79623.0,113658.0,DebtCon,Other,0.0,0.0,2.0,212.12914517235902,2.0,25.0,35.106719635313695
0,16100,,29725.0,DebtCon,Other,11.0,,,85.9515304376338,2.0,8.0,33.4960465569822
0,16900,71672.0,96677.0,DebtCon,Other,1.0,0.0,0.0,153.79169481603398,0.0,30.0,35.3278361683049
1,24900,77000.0,115006.0,DebtCon,Other,10.0,0.0,0.0,293.233333333333,0.0,36.0,
0,23600,82407.0,106431.0,DebtCon,Other,,0.0,0.0,169.80527105621,0.0,24.0,39.4888444361411
0,6800,76074.0,88178.0,HomeImp,Other,22.0,0.0,0.0,341.46505555554296,0.0,46.0,27.523246143471102
0,28300,130028.0,178918.0,DebtCon,Mgr,2.0,,,113.942638858436,,39.0,33.4401616268652
0,7200,71667.0,117325.0,DebtCon,Office,0.0,0.0,1.0,241.05607808811402,1.0,38.0,18.510551330657
1,13300,58000.0,75000.0,DebtCon,Mgr,6.6,0.0,1.0,226.2,1.0,33.0,
0,19500,8861.0,170687.0,HomeImp,Mgr,23.0,0.0,0.0,76.78849547647759,2.0,20.0,31.5840028634267
0,16200,86021.0,113030.0,DebtCon,Other,20.0,0.0,0.0,284.159766685214,0.0,17.0,26.6501653102879
0,21900,53458.0,77455.0,DebtCon,ProfExe,10.0,0.0,0.0,192.887749215284,1.0,42.0,40.9563107817929
0,10800,61791.0,78361.0,DebtCon,Office,5.0,0.0,0.0,94.5180677820121,2.0,15.0,28.0885246450075
0,24500,80072.0,107559.0,DebtCon,Other,18.0,0.0,0.0,194.87746019245202,0.0,12.0,39.2101696338738
0,23500,,90205.0,HomeImp,Other,9.0,0.0,0.0,169.014973541774,0.0,16.0,38.6987359216943
0,12900,56957.0,73181.0,HomeImp,Other,29.0,1.0,3.0,179.096166020111,1.0,23.0,36.394795447152504
0,24000,17575.0,50375.0,DebtCon,Other,23.0,0.0,0.0,135.764050830342,0.0,11.0,22.981005101325497
0,8400,82972.0,121796.0,HomeImp,Other,7.0,,,,,,41.445623567703
0,10500,34044.0,55784.0,DebtCon,Other,10.0,0.0,0.0,245.13085980135398,1.0,32.0,36.350329432171
0,11700,78157.0,103016.0,DebtCon,Mgr,1.0,0.0,0.0,69.80569766831199,2.0,24.0,38.4483871150056
0,15100,,57940.0,DebtCon,Office,0.0,0.0,0.0,86.8949299190365,1.0,8.0,38.850348540796105
0,32300,28213.0,40515.0,DebtCon,Other,0.0,0.0,0.0,55.0442425211134,0.0,7.0,15.396876659042599
0,7400,48924.0,86612.0,DebtCon,,4.0,0.0,0.0,207.768414423433,4.0,30.0,29.9379178289966
0,9000,53177.0,56782.0,HomeImp,Other,9.0,0.0,0.0,106.500537011367,3.0,33.0,40.084175501803
1,27700,,65635.0,HomeImp,Other,18.0,0.0,3.0,221.1,1.0,28.0,
0,10500,63130.0,71387.0,DebtCon,Other,3.0,0.0,2.0,305.556928016463,0.0,10.0,32.177916695879695
1,7500,12115.0,35910.0,HomeImp,Office,13.0,3.0,6.0,234.90075082033698,0.0,24.0,24.6622766731317
0,14400,,69712.0,,,0.0,0.0,0.0,,0.0,0.0,2.55352196402546
1,21000,52411.0,90031.0,,ProfExe,5.0,2.0,1.0,90.4254746005291,3.0,24.0,41.9662494666624
0,13300,38232.0,59482.0,DebtCon,Mgr,,,,,,,36.0271041716901
0,27100,24494.0,77479.0,DebtCon,Other,,1.0,1.0,101.312916704679,1.0,26.0,31.1245538557761
0,23800,188250.0,233800.0,DebtCon,ProfExe,2.0,0.0,0.0,307.572752633131,1.0,27.0,36.690724402647795
0,12500,71582.0,93400.0,DebtCon,Other,6.0,3.0,0.0,74.0666666666667,1.0,21.0,
0,6100,,35250.0,HomeImp,Other,,,,303.0,,12.0,
0,21200,91759.0,95165.0,DebtCon,ProfExe,2.0,0.0,0.0,106.835732700359,0.0,19.0,34.2166891688792
0,17600,72232.0,103081.0,DebtCon,Other,1.0,0.0,0.0,143.967153122399,0.0,18.0,36.3099624919006
0,8400,60995.0,78444.0,HomeImp,Mgr,4.0,0.0,1.0,123.73851660357799,0.0,23.0,26.9327076009487
0,19100,22094.0,61820.0,HomeImp,ProfExe,5.0,0.0,0.0,201.13547773456003,0.0,13.0,28.888876197719398
0,10000,84580.0,118924.0,HomeImp,Office,31.0,0.0,0.0,341.94497562018904,2.0,37.0,35.2488976313169
0,10800,199000.0,226000.0,HomeImp,ProfExe,11.0,0.0,0.0,236.366666666667,0.0,22.0,
0,13700,84761.0,95382.0,HomeImp,Office,,0.0,0.0,171.94583874413502,1.0,25.0,41.9601059133374
0,8700,51950.0,67475.0,HomeImp,Other,4.5,0.0,1.0,246.46666666666698,2.0,16.0,
0,16100,72942.0,99544.0,DebtCon,Other,5.0,2.0,0.0,54.9456788728028,1.0,20.0,23.282933391687898
0,3100,,70400.0,,,,,,,,,
1,7500,57800.0,109600.0,DebtCon,Mgr,4.0,0.0,1.0,124.133333333333,1.0,18.0,
0,21300,67282.0,86861.0,DebtCon,Office,4.0,,,173.79250726099,,15.0,37.3645288260488
0,11900,81849.0,105403.0,HomeImp,ProfExe,5.0,0.0,1.0,82.63950538184179,1.0,34.0,36.5059832101436
0,11300,114392.0,214523.0,HomeImp,ProfExe,2.0,0.0,0.0,132.097659865218,1.0,15.0,26.2518303383616
0,25200,,68083.0,DebtCon,Other,26.0,0.0,0.0,128.423086543581,0.0,8.0,21.0550011399365
0,14400,111914.0,142105.0,DebtCon,ProfExe,3.0,0.0,0.0,284.516966034289,1.0,46.0,32.9113846631448
0,16700,62933.0,91790.0,DebtCon,Other,2.0,0.0,0.0,185.372462417628,0.0,31.0,35.257271490333295
0,13500,71698.0,93536.0,DebtCon,Other,6.0,0.0,0.0,202.465881784417,2.0,19.0,42.8147346483612
0,14300,60811.0,89324.0,DebtCon,ProfExe,8.0,0.0,0.0,205.68303979809798,0.0,20.0,20.9898118348605
0,33200,119049.0,175867.0,DebtCon,ProfExe,17.0,0.0,0.0,112.467785251892,0.0,16.0,28.517816619774198
0,8200,,49331.0,HomeImp,Other,9.0,0.0,0.0,305.88808215021197,2.0,12.0,33.7186138642573
1,28900,63748.0,36392.0,DebtCon,Sales,9.0,4.0,1.0,124.247898611685,6.0,23.0,44.57850005515321
0,11200,65508.0,103523.0,DebtCon,Office,12.0,0.0,0.0,154.427367656845,0.0,12.0,37.575436102070604
0,7000,29000.0,49000.0,DebtCon,Other,11.0,0.0,0.0,234.4,1.0,32.0,
0,22800,49361.0,81914.0,DebtCon,Mgr,4.0,0.0,0.0,264.937066183393,2.0,25.0,32.0102446083912
0,22800,64659.0,96063.0,DebtCon,Mgr,8.0,0.0,0.0,201.06828706599498,2.0,18.0,31.5418221225412
0,8200,13392.0,34254.0,DebtCon,Other,3.0,0.0,0.0,267.918641556629,0.0,11.0,21.9299904884677
1,8000,63152.0,,DebtCon,Other,9.0,1.0,1.0,132.9,1.0,26.0,
0,24900,51155.0,83000.0,DebtCon,Other,9.0,1.0,1.0,139.033333333333,3.0,30.0,
0,11100,31999.0,61406.0,,Other,31.0,0.0,0.0,239.050556566442,0.0,19.0,20.9612729393883
1,19300,152000.0,182000.0,HomeImp,Self,1.0,,,,,,
0,12200,67474.0,88473.0,DebtCon,Other,2.0,0.0,0.0,234.775996681806,3.0,26.0,29.097298793102304
0,24100,80005.0,102098.0,DebtCon,Other,18.0,1.0,0.0,196.25310408572602,1.0,12.0,39.7589324994939
0,22200,138584.0,180415.0,DebtCon,ProfExe,5.0,,,195.63280771037202,4.0,43.0,41.2053990110408
0,23500,62441.0,97293.0,DebtCon,Office,1.0,0.0,0.0,152.832754157568,0.0,21.0,34.5312599886354
0,13600,,71904.0,,,0.0,0.0,0.0,,0.0,0.0,3.26508338715186
1,28100,61000.0,99000.0,DebtCon,Mgr,7.0,0.0,1.0,129.166666666667,1.0,31.0,
0,25000,84000.0,120000.0,DebtCon,Other,1.5,0.0,0.0,188.768213058419,2.0,25.0,
1,6000,47625.0,85925.0,HomeImp,Office,0.1,2.0,1.0,154.13333333333298,4.0,26.0,
1,19500,47000.0,70000.0,DebtCon,Mgr,15.0,0.0,0.0,220.166666666667,5.0,21.0,
0,33700,147522.0,198737.0,DebtCon,ProfExe,20.0,0.0,0.0,188.14935612520802,1.0,21.0,37.308536261836295
0,9400,52371.0,55764.0,DebtCon,Office,1.0,0.0,0.0,177.70280042615502,0.0,20.0,37.3586880496976
1,8200,47700.0,60000.0,DebtCon,Other,0.1,0.0,0.0,,0.0,0.0,
0,3000,58000.0,71500.0,HomeImp,Mgr,10.0,,2.0,211.93333333333302,0.0,25.0,
0,6200,45787.0,64854.0,DebtCon,,4.0,,1.0,63.1170232280012,,16.0,36.5387473382516
0,53800,,81322.0,HomeImp,Self,9.0,0.0,0.0,171.447554655349,0.0,22.0,24.709060358772604
0,27500,23439.0,47177.0,DebtCon,Other,25.0,0.0,0.0,112.89450731023001,0.0,11.0,23.022894085265197
0,25500,,43031.0,DebtCon,Other,,,,89.1692673055896,,13.0,28.865282117601105
0,23900,,63096.0,DebtCon,Other,,0.0,0.0,313.809725848792,0.0,19.0,37.5133240483018
1,16400,48700.0,72500.0,DebtCon,Other,,0.0,1.0,127.3,1.0,39.0,
0,10200,51108.0,68673.0,DebtCon,Mgr,6.0,,,116.679367156103,,23.0,42.775643910991796
1,10000,76700.0,97800.0,DebtCon,Other,25.0,,10.0,205.233333333333,3.0,26.0,
0,7300,60973.0,79443.0,HomeImp,Other,14.0,0.0,0.0,239.62029764899398,1.0,36.0,36.7271363571692
0,22100,33435.0,52340.0,HomeImp,Self,4.0,1.0,,134.000074202321,,10.0,24.0239307268122
0,9300,,57650.0,HomeImp,Other,11.0,1.0,0.0,308.339439701869,2.0,13.0,31.55383540902
0,3600,100693.0,114743.0,HomeImp,Office,6.0,0.0,0.0,88.47045213477159,0.0,14.0,29.3935433821909
0,15800,,96579.0,DebtCon,Office,28.0,0.0,0.0,328.210492641365,0.0,15.0,12.153521200070902
0,4900,67794.0,84630.0,HomeImp,Other,4.0,0.0,0.0,112.573418882591,0.0,15.0,41.6739963615285
1,15100,54000.0,77542.0,HomeImp,ProfExe,13.0,1.0,1.0,122.566666666667,1.0,26.0,
0,13000,,72175.0,HomeImp,Other,,0.0,0.0,367.940024930205,0.0,6.0,36.5611397375172
0,27000,50375.0,70656.0,DebtCon,Other,8.0,0.0,0.0,125.71604136932699,1.0,20.0,43.133844895429796
0,17200,62840.0,92946.0,HomeImp,ProfExe,5.0,0.0,0.0,133.159480769545,0.0,11.0,27.5035401706041
0,41700,12375.0,71029.0,HomeImp,Office,,0.0,0.0,325.284193153194,0.0,19.0,16.101434140657698
0,28200,58232.0,97555.0,DebtCon,Other,17.0,0.0,1.0,130.450764880523,0.0,29.0,38.0927303028725
0,22000,61251.0,91744.0,DebtCon,Office,0.0,0.0,0.0,145.489155321695,0.0,21.0,34.3479087493605
0,35000,239058.0,40848.0,DebtCon,Mgr,4.0,0.0,1.0,212.015405826287,3.0,49.0,40.1318154466068
0,17800,107736.0,113100.0,DebtCon,Other,1.0,0.0,0.0,135.123224886745,2.0,20.0,38.9371122380379
0,23300,88825.0,104609.0,HomeImp,,8.0,,,,,,28.0132388422467
0,27700,,42515.0,DebtCon,Other,11.0,1.0,,95.0430741405592,,13.0,20.2090376865161
0,24000,43427.0,68308.0,DebtCon,Other,25.0,0.0,0.0,302.772261988953,2.0,31.0,34.8718551615448
1,8800,2800.0,18361.0,HomeImp,Other,2.0,3.0,1.0,107.766666666667,4.0,3.0,
1,25000,110676.0,,DebtCon,Sales,8.0,2.0,0.0,119.366666666667,0.0,6.0,
0,16300,56075.0,88870.0,,ProfExe,11.0,0.0,0.0,,1.0,16.0,24.6892936846797
0,18000,23252.0,50750.0,DebtCon,ProfExe,16.0,0.0,0.0,180.6,1.0,20.0,
