LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
11600,34425.8076,71105,DebtCon,ProfExe,4.460393861,0,0,150.263332,1,34,43.23918712
9949.186282,57436,72460,,Other,11,0,0,255.1260302,0,27,28.94553179
11600,129432,198705,HomeImp,Office,0,0,0,341.0473292,0,16,39.96325851
11600,73079,101219,HomeImp,ProfExe,7,0,0,152.249875,0,33,34.24962074
11600,,36474,HomeImp,Other,,,1,93.72713803,0,10,37.20295356
4237.998514,4677.747311,25276.85282,HomeImp,Other,22,0,0,122.0303618,0,23,40.08314453
11700,,67940,HomeImp,Mgr,2.02087276,3,4,204.0255932,1,38,
11700,78789,91342,DebtCon,Mgr,1.150539751,0,0,128.3606743,2,27,41.9526818
3702.214119,45015.32705,78969.02692,HomeImp,Other,18,0,0,192.2531823,0,16,35.06486468
8962.440161,9033.628921,86031.14955,DebtCon,ProfExe,14,0,0,177.9266958,1,17,34.49056413
7754.235682,17636.47234,68239,HomeImp,Other,2,1,2,8.055265077,3,15,32.01265858
3937.504126,51600,72399,HomeImp,Other,15,0,1,125.36337,4,20,
11700,52308.17058,63646,DebtCon,Other,0,1,0,194.7609999,1,13,27.61084406
11700,59932,80313,HomeImp,Office,4.780279358,0,0,238.4864616,0,32,44.4749177
6313.133191,17449.70377,28371.7572,DebtCon,Other,,0,0,74.9980986,0,15,39.49702872
10344.03172,,17738.46485,,,,,,,,,23.76683213
11700,69999.94927,91737,DebtCon,Other,0,4,0,,0,4,30.33081149
5047.352065,63724,79547.40323,DebtCon,Office,8.496035439,0,0,233.2488794,3,37,40.07527584
2815.357647,59506,32278.5665,DebtCon,Other,1.336998997,0,0,37.56666667,2,4,
6808.135783,69100,58198.48474,DebtCon,Mgr,3.8,3,0,80.1,0,22,
1858.811401,30624.5956,78000,DebtCon,Office,5.322070944,0,0,216.0666667,2,24,
6842.929685,43130.84553,93707,DebtCon,Other,4.11182738,3,0,162.579837,2,51,69.48065039
11700,18062.14622,62116,DebtCon,Mgr,,,,,,,37.01094877
4936.677591,46347.90276,26367.9362,DebtCon,Mgr,3.589979391,0,0,116.7568005,0,23,28.01922708
2496.802832,64278,67414.71261,,Other,9.825065524,0,0,245.2951629,0,26,28.43996584
11700,14512.95324,74500,DebtCon,ProfExe,5.039088986,0,2,378.8258185,1,11,20.09078333
11700,56441,56807.49688,HomeImp,Other,3.10432275,0,0,198.0327176,0,16,33.93116342
11700,29526.81187,103016,DebtCon,Mgr,1,0,0,69.80569767,2,24,38.44838712
11700,15179.58902,67931,DebtCon,Mgr,4,0,0,199.4106992,2,16,27.61633851
9426.128797,4989.943446,83334,HomeImp,Other,3.591498833,0,2,177.4326989,0,13,30.9986945
2950.225688,33670.59403,110617,DebtCon,Other,18,0,2,198.5433481,1,16,38.72125945
11700,80879.06489,107600,DebtCon,Other,12,0,0,214.8698168,2,15,40.28741144
11700,61741.3882,86216,DebtCon,Other,3,,,175.6585679,,35,30.25396992
3777.45093,51935.43821,16699.08082,HomeImp,Office,0.207270721,5,0,117.91882,,16,58.29598994
7075.263435,43960.72625,125325,DebtCon,Self,5,0,0,181.1720651,0,18,33.20039733
11800,19541.99688,42311.49991,DebtCon,Office,0,0,0,160.7499314,0,21,37.12951204
4057.882277,79131,82056.63858,HomeImp,ProfExe,0.395632829,0,0,105.2538926,0,34,36.07097887
11800,67678,108092,HomeImp,ProfExe,11.92853433,0,7,126.6582316,0,36,37.16268969
11800,,25272.59341,HomeImp,Other,,0,0,357.3326822,0,7,34.32727654
8240.012989,21813,30436,DebtCon,Office,5,0,1,104.0116359,0,16,19.40846123
5464.851795,44944,57132,DebtCon,Other,,0,0,74.15604508,0,14,42.81224294
11800,11949.51793,65535,DebtCon,Mgr,11,0,0,108.4694005,1,18,32.78348357
9360.93101,32504.94578,78004,HomeImp,Office,12,0,0,251.1441957,0,31,43.37237282
11800,67336,82218,DebtCon,Office,12,0,0,255.3135348,3,36,40.87842824
7419.083073,82353.77423,125552,DebtCon,Office,11,0,0,148.1764924,1,22,37.88444933
11800,1156.127254,79005.63229,DebtCon,ProfExe,3.421198944,,1,170.5400351,1,33,30.78500359
1040.550936,38825,51984,DebtCon,Other,,0,0,82.52779435,0,14,40.88273326
4900.738661,27974.37412,32276.04739,DebtCon,Office,23,0,0,231.5999445,0,29,25.70127642
11560.4839,,5547.527171,HomeImp,Other,11,0,0,305.5667157,2,13,32.50005907
5818.874437,65012,91614,HomeImp,Office,7.312041746,0,0,171.8895469,2,13,42.48851705
5678.33823,47318.75619,42552.65457,DebtCon,Mgr,0.456812983,,,126.7877807,,24,41.04775488
8385.091602,98877,110250,DebtCon,Other,18,0,2,195.8629168,1,16,36.87169942
11800,28700.70904,101557.7699,DebtCon,ProfExe,8.43748409,,0,170.7005075,0,32,29.9424924
3859.452772,17597.31422,19539.50292,DebtCon,Other,2.63378405,0,0,243.5,0,18,
2121.783431,20444.90714,11182.19759,HomeImp,Mgr,0.37758676,0,0,182.6,2,23,
9411.330414,44142,1264.369492,HomeImp,Other,22,0,0,123.4711472,0,22,37.1549023
9023.40051,44588.54053,86913,DebtCon,Office,3.761850705,0,0,119.8594097,0,24,38.86165697
7220.598468,85486,95802.81858,HomeImp,ProfExe,11,0,1,175.5425655,0,28,33.67090818
11900,108763,74569.18636,DebtCon,Office,0.297508005,0,0,60.3779329,3,21,49.41811438
6975.100075,47020.53983,13042.18021,DebtCon,Mgr,5.634648398,0,0,118.6125902,1,18,32.6657463
10148.17468,,13327.78242,HomeImp,Other,,,1,81.39482961,0,9,35.50366426
9690.638868,71000,87000,DebtCon,Mgr,13.86375042,0,0,238.4666667,11,24,
11900,85179,41697.50958,HomeImp,Other,2.036028324,,,,,,39.43073063
11900,41009,61033.0933,DebtCon,Office,15.57021086,0,0,234.9296174,0,28,28.3910393
11900,14631.4027,26165.35115,HomeImp,ProfExe,21,0,0,239.4571177,0,10,24.53499719
7683.196129,117550,144178,DebtCon,ProfExe,12.47880882,,1,170.9458328,1,32,29.09998121
11900,58104,14220.14302,HomeImp,Other,7,0,0,69.43333333,1,19,
3984.229553,24462.12649,72000,DebtCon,Other,6.607048896,0,0,123.6,0,20,
11900,5157.98589,59286.11176,DebtCon,Office,24,0,0,228.0753508,1,29,25.72883738
11900,26601,48551.55468,HomeImp,Other,0,0,0,240.6943608,0,11,40.77567715
11900,11990.44853,33385.17878,HomeImp,ProfExe,5,0,1,82.63950538,1,34,36.50598321
7169.616291,29822,15051.8271,DebtCon,Office,6.776768127,0,0,132.4016914,0,4,36.61115697
10015.13482,170478.9691,227295,HomeImp,ProfExe,10,0,0,239.7433663,0,22,33.77633696
9252.068224,97506,110902,DebtCon,Other,17,0,1,196.568128,2,15,37.99899138
11900,19900.5706,107895,HomeImp,Mgr,0.979159349,0,0,250.4682419,0,24,30.30538811
11900,63833,,DebtCon,Other,3,,,,,,40.93276678
592.8969043,33208.00336,86515.76354,DebtCon,Mgr,1,0,0,79.08139722,1,23,40.02421108
11900,83877,208924,HomeImp,Self,9.20131884,0,0,12.75204694,,7,18.24972192
11900,114329,138092.7724,DebtCon,ProfExe,15,,1,185.5726683,0,32,28.97773866
336.0404609,81318,105454,HomeImp,ProfExe,2.474043548,0,0,92.13682104,1,33,37.52575103
11900,61094,74842,,Other,8.905157535,0,0,250.1998344,0,26,29.73487407
1843.141247,1195.557737,79301.32941,DebtCon,Office,6.057451854,0,0,139.0184494,1,21,38.58266988
8302.624313,81297.78459,126479,HomeImp,Other,4.938560727,,,,,,38.92831569
12000,19928.18494,40853.74388,DebtCon,Office,6,0,0,98.59173833,2,14,24.49043836
12000,41182,28744.72614,HomeImp,Other,5.816103459,0,0,118.1799392,0,22,37.13106416
12000,45421.08204,29156.86299,DebtCon,Mgr,5.729313938,1,0,83.25197204,1,19,29.63210826
8396.547461,76799,41388.50171,DebtCon,Mgr,7.278482903,0,0,102.2042743,0,22,27.17193008
12000,12859.57127,32341.76759,HomeImp,Other,4.370297616,0,1,108.6339686,0,23,40.79745755
12000,30777,39141.06495,DebtCon,Other,3.14617615,,0,151.699431,7,28,38.17774295
1751.946515,1332.310715,8483.23083,HomeImp,Other,8,2,0,347.1233258,0,21,16.81630749
12000,38130,47186.65402,DebtCon,Office,23,0,0,234.8879805,1,29,26.3012369
9904.514533,6416.875304,51208.22494,HomeImp,Office,0.54955103,0,0,259.5550444,0,20,29.39747822
12000,50581,70171,HomeImp,Other,,0,2,206.3192338,1,12,29.84313667
4860.024553,69796,19595.87923,DebtCon,Office,13.03153684,0,1,91.43267591,0,8,24.45938368
7617.8503,102109,121229,DebtCon,,1.917471733,0,0,104.4825912,0,25,34.76728889
1792.013884,79844,51684.97927,HomeImp,ProfExe,0.208869822,0,0,156.9547583,0,34,31.70012432
6986.662017,12333.82018,10396.56707,HomeImp,Other,8,0,0,91.97034976,1,19,50.17306503
12000,35721,52938,HomeImp,Other,6.577529115,0,1,125.928071,0,22,38.62702499
12000,72786,65337.30701,DebtCon,Office,1.299472746,2,2,198.7693251,3,30,38.09020903
12000,6607.212399,60000,DebtCon,Other,0.960299342,1,2,145.5333333,0,23,
151.5864172,17183.4113,69203.47039,HomeImp,ProfExe,1.92884302,0,0,115.9,0,15,
9084.965893,20851.1742,8122.912747,DebtCon,Other,18,0,1,169.7333333,2,40,
7042.420549,,,HomeImp,Other,3,0,2,213.6666667,1,15,
2932.334691,43000,64000,DebtCon,Other,1,0,0,262.9666667,0,21,
12000,96000,135000,HomeImp,ProfExe,14,0,0,126.8,5,22,
12000,46000,60200,DebtCon,Other,3.801337114,0,0,176.5,0,14,
12000,87000,101200,DebtCon,Sales,13,,2,151.1333333,1,18,
12000,98000,29406.44848,HomeImp,ProfExe,4.042848411,0,0,170.4333333,3,32,
12000,74018.79201,5264.331271,DebtCon,Other,0.24350924,0,0,144.0666667,0,23,
12000,66850.23486,34361.57001,DebtCon,ProfExe,8.703070229,3,0,189.7,1,30,
12000,150000,47771.70275,DebtCon,ProfExe,2.503131084,,1,206.6666667,4,26,
3672.84042,29600,51266.76264,DebtCon,ProfExe,3.095229715,0,0,264.8,1,16,
7115.88926,,63000,,,0,0,0,,0,0,
1780.364894,31864.19237,112125,HomeImp,Office,1.246628481,0,0,143.0333333,1,22,
12000,72000,165.4771074,DebtCon,Other,0.027110579,0,0,78.06666667,2,14,
9568.304428,42482,67800,DebtCon,ProfExe,15.8418006,0,0,199.9,0,16,
1897.045468,39431.41771,80000,DebtCon,Other,0.172326316,0,0,124.7666667,4,11,
5412.322207,88000,118750,HomeImp,Mgr,1.910846939,0,3,153.5,0,26,
5727.932903,30379.94818,31321.97672,DebtCon,Other,0.812509452,0,0,172.5,0,14,
10073.96698,62572.88,30312.83199,DebtCon,ProfExe,9,0,0,200.9,2,37,
11714.9516,36346,10368.12867,DebtCon,Other,,0,0,114.6666667,2,19,
10967.42355,11566.93534,32558.94621,HomeImp,Other,16.27196577,0,0,136,4,24,
6341.161438,54460.359,80000,DebtCon,Other,0.270011295,0,0,239.5333333,3,26,
4754.938392,,87000,DebtCon,Other,13,,,,,,
12000,85039,111100,DebtCon,ProfExe,0.163356198,1,2,144.0666667,1,34,
12000,52785.22576,77676.15365,DebtCon,Office,11,0,0,216.1333333,0,12,
678.9327044,,,HomeImp,Other,19,0,8,195.8333333,0,13,
992.5655168,53680.60991,15610.44897,HomeImp,Other,6,2,0,99.36666667,0,21,
12000,17731.09127,51900,DebtCon,Other,0.1,0,0,247.5,1,10,
12000,53725.3682,113896.6966,DebtCon,Mgr,4.15490994,0,0,95.73333333,0,25,
12000,4371.643791,40078.66941,DebtCon,Other,5.979359529,,,105.5,2,22,
12000,86260.75218,139350,HomeImp,ProfExe,0.492423085,0,0,153.1666667,2,17,
10011.55148,48018.82367,,,Other,12.9,0,1,71,0,12,
3081.44301,58730,80000,DebtCon,Office,10,,4,123.1,3,25,
5325.854818,27452.74666,82000,DebtCon,Other,5.91380691,0,2,219.1333333,0,33,
4602.898201,15231,20812.84291,DebtCon,Office,0.977114775,0,1,65.96666667,2,18,
8105.814187,33146.84315,7495.047751,HomeImp,ProfExe,25.02383083,0,5,220.1333333,1,16,
7502.742093,74265,91000,HomeImp,Other,7,1,0,137,0,3,
9117.111173,40646.02039,25435.28844,DebtCon,Other,1.121161243,0,1,113.6333333,1,18,
209.3929556,39262.14759,97936,DebtCon,Mgr,0.025189994,0,0,147.9142027,2,27,41.22576316
1968.801494,39172.59934,44186.6431,,Other,7.915950423,1,1,188.3374218,2,31,38.94275964
7790.200071,10101.86731,27829.70613,DebtCon,ProfExe,3.804876605,0,0,288.5298732,0,16,22.42300246
26.88704991,11370.83382,115931,DebtCon,ProfExe,0.040962535,0,0,199.828042,1,17,34.38794397
2229.732945,,67446,HomeImp,Other,,0,0,356.9333304,0,7,37.93444341
12000,88210,114224,DebtCon,ProfExe,8,0,0,203.468979,1,36,41.57297152
2295.053563,84191,100654,HomeImp,ProfExe,0,0,0,79.67788538,1,20,33.77330326
1337.28502,53223.39638,75959,HomeImp,Office,14,1,0,253.616928,1,31,43.15970058
12000,,33879,DebtCon,Other,,1,0,121.3795359,0,4,39.69469137
1924.406783,9104.551491,53969,DebtCon,Other,5,0,0,276.3817427,0,18,65.49524315
10416.90967,98428,114820,DebtCon,Other,16,0,1,188.1482082,2,15,36.73772129
12100,56335,76428.12446,HomeImp,Other,17,0,0,206.2470947,0,17,35.12787435
8732.620186,5425.425808,10534.81823,HomeImp,Other,1.653120301,0,2,191.5692916,0,12,29.20449956
8594.686303,10084.3579,76724,HomeImp,Other,0.709034572,0,1,234.6585447,1,16,37.63925293
12100,110836.108,227171,HomeImp,ProfExe,0,0,0,67.78084803,,4,26.990533
12100,8729.884871,82386,DebtCon,Other,7,0,0,262.3942543,0,14,18.43047238
751.5393542,27355.15863,28149.21628,HomeImp,Mgr,2.78160762,0,3,156.3191309,0,26,39.27931325
12100,12594.58784,34933.02136,DebtCon,Other,1.588058476,0,0,263.0447041,0,20,28.80398255
12100,29097,2545.113507,DebtCon,Other,4.583700447,,,109.5148795,1,22,45.30476057
12100,90917,72501.48567,DebtCon,Sales,5.310462059,,2,159.874518,0,17,33.4537285
2999.900083,50100,66410,DebtCon,Other,1.737203727,0,0,176.0098643,0,14,28.54860369
9604.519408,45528.50617,52287.02299,HomeImp,Office,11.68291994,0,0,254.1896555,0,31,43.89784955
8161.392861,50150,43705.27771,DebtCon,Other,4,0,0,166.2317086,0,13,26.64432479
4588.181335,30083.49675,74183,DebtCon,Mgr,5.649858177,,,122.6918271,,24,41.12808531
887.2549681,22000,7423.369326,DebtCon,Other,0.010852333,0,0,167.4,1,17,
4492.253647,12000,33938,DebtCon,Mgr,9,0,0,118.7666667,0,11,
1483.762533,9817.668886,48000,DebtCon,Other,0.621561103,1,0,107.5333333,2,16,
12100,67000,30083.36513,DebtCon,Mgr,5,0,0,155.2,1,32,
1951.390616,28665.19555,94126,DebtCon,Other,1.351593944,0,0,35.53887812,2,3,38.84759708
4085.379966,,32110.574,,,0,0,0,,0,0,0.720295007
3746.52556,74594,90555,DebtCon,Mgr,4,0,0,123.7766246,2,27,41.63484731
8641.710146,83557,98881,HomeImp,ProfExe,3.848994665,0,0,102.2257045,1,26,25.78278709
12100,33946.16868,8222.301566,HomeImp,Other,24.83414533,0,3,170.4386392,0,23,37.915021
12100,46152,72773,DebtCon,Other,0,0,0,270.4899801,0,20,29.49511599
2813.514771,80825.71225,63627.04789,DebtCon,Other,11.27379248,0,0,202.6225313,2,15,37.71664611
7589.066853,10337.04508,144712,HomeImp,ProfExe,13,0,0,129.5188081,5,22,37.41377466
12100,20454.22198,41543.84785,DebtCon,Other,3,,,179.8663489,,35,29.89415099
10942.09443,16149.84207,113744,DebtCon,ProfExe,0,0,2,139.4853397,0,34,33.94343772
12100,28193,34705,DebtCon,Other,0,,,,,,37.6180269
3452.376405,18728,2882.87329,DebtCon,Mgr,9,0,0,117.6482829,0,10,21.58983638
12100,14689.61216,59143.5302,DebtCon,Other,0,0,0,229.4061754,0,10,35.86772963
12100,48149,63218.39204,DebtCon,ProfExe,9.161766311,0,0,200.0325616,0,15,23.13097189
12200,61929,83102,HomeImp,Office,14,0,0,238.5249274,1,32,44.44967097
7671.388552,110088,27939.58644,DebtCon,ProfExe,2.853809975,0,0,251.1518919,1,46,33.51711722
5153.227589,57785,72971,DebtCon,Other,2,0,0,166.8994602,1,16,34.70964393
12200,67474,88473,DebtCon,Other,2,0,0,234.7759967,3,26,29.09729879
7066.559944,136866,75127.44108,HomeImp,ProfExe,4,0,0,427.9235915,0,43,30.1821229
3649.719806,80336,102618,HomeImp,ProfExe,0.154246284,0,0,79.73026062,2,19,34.40548234
12200,97000,109800,HomeImp,ProfExe,2.950971889,0,0,152.1333333,3,33,
12200,91000,114053,DebtCon,Other,11,0,0,173.5,0,27,
8510.368926,206613,120012.3452,HomeImp,ProfExe,10,0,1,237.3157697,0,22,30.68943921
12200,45095,64736,DebtCon,Other,6.143509135,0,0,249.6737711,0,18,31.63530262
12200,70722,4431.191295,DebtCon,Other,0,0,0,219.7852728,3,26,30.27700538
3079.494287,134639.7412,229929,HomeImp,ProfExe,1.670408569,0,0,223.4381168,0,21,31.3702723
12200,75644.2733,5168.459576,DebtCon,Office,8,0,0,131.6590526,1,21,37.27313999
12200,61302,90074.62487,DebtCon,Other,0.190185827,0,0,35.97354161,1,4,39.97361316
3204.940142,824.9012543,87982,HomeImp,ProfExe,19,0,0,232.2369961,0,11,25.2354388
12200,6001.592335,20304.09834,DebtCon,Other,6.472425384,0,0,169.9306635,0,18,34.62942766
346.1328381,23207.86087,2287.279121,DebtCon,Other,1,0,0,235.2292688,0,9,35.11318533
12200,90154,110479,DebtCon,ProfExe,9,0,0,196.9264059,2,37,43.1890315
12200,86775,24725.69796,DebtCon,ProfExe,0,1,1,138.6100805,1,33,34.35180836
10466.60029,14058.42989,79024.86127,DebtCon,ProfExe,1.203709312,0,0,173.8386239,0,11,37.8244708
12300,48079.04379,105751.0193,DebtCon,ProfExe,15,,1,173.7143227,0,33,32.05607229
2390.292248,28104.95462,44436.21961,HomeImp,Other,19,0,0,120.2578861,3,24,28.77470213
6005.414799,24552,48278,DebtCon,Other,0,0,0,171.0751046,0,16,29.29955094
12300,2179.985342,85825,DebtCon,Sales,4.775548098,0,0,130.026259,0,34,27.20337824
11458.42249,145631.7121,61610.92974,DebtCon,ProfExe,7,,1,212.7829956,3,25,43.13409505
1988.260024,25619.51756,73023,HomeImp,Office,2.931522938,3,1,251.629062,1,29,32.87687074
12300,48238,66603,HomeImp,Office,6,0,1,80.38898294,1,11,40.01910455
924.2935712,112373,136202,DebtCon,ProfExe,2.691575871,,1,179.8829733,0,32,30.48826811
6274.631494,69499,104045,DebtCon,Other,5.314583006,0,0,219.0904891,0,20,18.58475695
11215.68489,42181.12074,74160.36218,HomeImp,Office,9.769124418,0,0,242.2441382,1,32,45.39416855
3700.186762,,50530,HomeImp,Mgr,5,,,163.54096,,9,20.02628441
8013.995872,16743.34824,101200,HomeImp,Other,0.104916262,0,0,145.0666667,1,19,
12300,50230,45173.49931,DebtCon,Sales,1,0,,184.3666667,2,20,
12300,49800,34026.29592,DebtCon,ProfExe,23,0,2,232.3333333,3,17,
10853.66291,29361.50169,94000,DebtCon,Mgr,41,,4,212.8666667,4,17,
12300,114457,144284,DebtCon,ProfExe,0.568920286,0,0,252.6592531,0,45,32.4971451
12300,20354.04312,64407,DebtCon,Other,0,0,0,191.0774254,1,13,26.20306729
12300,152274,149706.7982,HomeImp,Office,2.54344486,0,0,196.8767577,0,56,33.72276915
1116.202662,19430.80401,25456.99898,HomeImp,Other,5.15518355,0,0,82.76016033,0,3,34.38536707
10181.67101,90006,57735.3172,DebtCon,Office,9,0,0,133.4975408,1,21,36.91048167
4395.617837,119595.1296,177853,DebtCon,ProfExe,6,,0,206.8170726,4,25,41.42504139
12300,19304.1385,64512.09572,DebtCon,Mgr,0.138330376,0,0,136.7467587,1,26,41.73267582
4052.566284,35651,59795,HomeImp,Other,16.8283005,0,0,118.6530642,0,23,40.66298165
12300,50441,56656,DebtCon,Office,0.086235066,0,0,186.4510167,0,21,35.45260742
1560.267362,9959.309329,46277,DebtCon,Other,2.016199113,,1,154.8992783,7,28,39.70178286
12300,55033.46836,124217,HomeImp,ProfExe,9,0,0,159.9940264,2,31,27.7074439
12300,45787.44329,92687.61456,HomeImp,ProfExe,2.02195619,0,1,403.7489298,0,43,29.58318425
12300,20225.96013,116269.377,DebtCon,ProfExe,0.707458919,1,2,157.6206429,0,33,34.77510251
11631.25614,73099,84250,DebtCon,ProfExe,4,,,,,,40.22228314
12213.49987,11300,39000,,Other,,5,1,170.4333333,3,21,
268.3452984,68024,78800,DebtCon,Sales,3.936466233,0,0,125.5040514,0,35,29.29334435
2244.689456,64265,58547.1128,DebtCon,Other,10,0,1,233.1561248,0,32,32.90882386
12400,132894,109168.1614,HomeImp,Office,0,0,1,355.1639113,0,16,40.54029537
12400,31303,27180.74396,,Other,15.81563495,0,0,246.7168274,0,18,20.20590752
5514.365598,36870.65757,97548,HomeImp,ProfExe,0.987173305,0,0,74.40426333,1,19,36.45734993
12400,137927,160566,HomeImp,ProfExe,5.973781239,0,1,436.7517799,0,42,29.27255681
8955.26985,5160.183986,56358.06146,DebtCon,Other,9,0,1,70.33753056,1,24,35.21218126
4644.796622,26768,52411,HomeImp,Other,0,0,0,253.3180433,0,11,38.82102132
7622.173433,203902,234454,HomeImp,ProfExe,9,0,0,213.4554475,0,22,33.64852105
8594.729208,16375,36672,DebtCon,Mgr,4.808091117,0,0,120.674928,0,11,24.08943715
11443.6594,4111.436276,57923,DebtCon,Other,0,0,0,182.0010415,2,13,27.00877688
12400,9739.035744,62953,DebtCon,ProfExe,9,0,0,262.0793453,0,16,21.34522735
1123.933894,,69350,,,0,0,0,,0,0,2.365195413
12400,36049.13602,112000,DebtCon,Mgr,1.523012186,0,0,,0,0,
4360.947623,5312.141224,146813,DebtCon,ProfExe,1,0,0,288.4676266,0,45,33.05428433
2741.309968,62848.31097,41067.59509,DebtCon,ProfExe,2,0,0,279.5221733,1,46,35.61473143
12400,30712.52493,74582,DebtCon,Other,4.176355878,0,0,134.0317679,0,20,36.92573641
10914.59558,34055,40739,DebtCon,Other,9,,0,147.012827,6,29,39.93094736
5708.702597,50573,17152.50088,DebtCon,Other,15,1,0,76.04208693,0,7,41.02796675
3591.44406,,5448.567339,HomeImp,Other,,0,0,349.2796108,0,6,35.71441843
12400,25805,11742.08761,DebtCon,Other,0.133188403,,,,,,38.2372256
7700.911925,24769,87665,HomeImp,ProfExe,6.089056185,0,0,238.3827694,0,11,25.33220131
12400,83018,76979.84088,DebtCon,Other,1.146053206,0,0,95.90213133,2,32,41.24477919
12500,93538,109678.5839,DebtCon,ProfExe,0,0,1,132.8237118,0,33,34.83386481
12500,37562,57081,HomeImp,Other,20.54672778,0,1,129.486844,0,23,39.08300244
2567.508137,56622.73088,101503,HomeImp,ProfExe,13,0,7,145.9530178,0,36,36.75998466
12500,57758.01604,70825.89014,DebtCon,ProfExe,1.141349711,,0,209.7067368,4,25,40.90561976
12500,6126.217862,30757.15402,HomeImp,Other,6,1,1,368.7377963,0,21,14.73359483
12500,70822.67268,21900.58039,DebtCon,Office,3.586794623,0,0,138.687955,0,22,39.58996183
12500,28173.77638,63967.49278,DebtCon,Other,2.784126881,0,1,321.3875868,0,9,31.38089909
12500,65282.06961,118913,HomeImp,Office,2,0,0,156.6054917,1,22,35.89928784
10221.45035,32144.59197,44118.66295,DebtCon,Other,4,0,0,307.636664,0,10,30.36248382
12500,31196.09226,62785.97543,HomeImp,ProfExe,0,0,0,71.30419761,1,20,34.71276881
5032.586384,8842.528416,53908.27696,DebtCon,Mgr,16.00593444,0,0,252.3496982,10,24,35.80049203
12500,,52026,HomeImp,Mgr,3.58423716,,,173.7172393,,8,21.6211951
6742.482671,41000,64680,DebtCon,Other,2,0,0,70.9,3,30,
3007.779906,28240.08303,12600.50518,DebtCon,Other,0.860358442,0,0,77.23333333,0,12,
3325.234099,55000,75393,DebtCon,Other,0.226695818,0,1,113.0333333,1,16,
12500,77100,51891.22077,HomeImp,Office,,0,0,173.4666667,1,26,
8841.84591,59548.26458,93400,DebtCon,Other,0.717143194,3,0,74.06666667,1,21,
12500,10244.4981,67500,DebtCon,Office,16,0,5,183.6333333,0,15,
12500,69192,28473.71586,DebtCon,Mgr,4,0,0,282.0333333,1,23,
12500,19430.28927,42077.98481,HomeImp,Other,2.223971287,2,6,226.4333333,4,42,
5097.811968,50097,38777.457,DebtCon,Other,0.411496104,0,0,267.8654583,0,20,29.15960949
12500,77792,62128.85158,DebtCon,ProfExe,7.836821809,2,0,182.9569956,1,29,27.38587324
873.3778032,23178.08458,79893,HomeImp,Office,9.387072352,2,0,249.4359543,1,29,35.02088579
9348.564105,66163,24334.80196,DebtCon,Office,1.314518685,1,2,176.9352475,3,30,36.77463995
12500,49023.69384,101048,DebtCon,Other,1,0,0,147.4022274,0,23,38.85516272
195.3650383,15257.90759,17174.56256,DebtCon,Office,4.331276743,0,1,107.7410948,0,16,19.30085445
12500,55228,66569,DebtCon,Mgr,0.734286768,0,0,198.8151672,1,17,27.99687276
12500,10413.48031,17101.31973,DebtCon,Mgr,11.12262994,0,0,223.5874152,10,24,35.95199865
12500,18967.98211,32852.98335,DebtCon,Other,2,,,,,,38.43868186
12500,,13781.72998,HomeImp,Other,0,0,0,309.4,1,9,
3618.610827,56791,72974,HomeImp,Other,25.05839788,0,3,182.0664052,0,24,35.69162282
12500,,,,,,,,,,,27.35264423
2188.107181,71370,90316,HomeImp,Office,8.71971875,0,0,162.3574415,2,14,39.8754838
4196.565714,84933,92363.94673,DebtCon,ProfExe,8,0,0,192.4226063,1,37,40.84507779
3617.56408,58680.14879,93802,DebtCon,Mgr,1.800693521,0,0,141.6131456,2,26,40.74903888
12600,68800,53800.24323,DebtCon,Mgr,3,2,1,202.8666667,8,26,
5312.159651,37529.20359,57000,DebtCon,Other,4.066381567,1,0,98.43333333,10,18,
12600,83921,90876,DebtCon,Other,3,0,0,106.9373967,1,32,41.47300108
12600,2074.722619,57361.96038,DebtCon,ProfExe,1.088780779,0,0,209.7255196,0,15,23.91561488
3998.860357,72848.16591,11157.30163,DebtCon,Other,0.457278554,0,2,194.3599393,1,16,36.41457282
12600,31436.37825,72840.04291,HomeImp,Office,0,0,1,344.7479335,0,16,39.48382007
4048.850949,86785,110400,DebtCon,Other,0.197506508,1,,89.06666667,2,27,
10693.24394,31495.33241,86209,,ProfExe,0.914702973,0,0,118.0696474,0,14,36.05148718
7253.154847,38289.05107,87080.5979,DebtCon,Other,9,0,0,202.1526339,0,20,18.34752939
12600,103960,16064.26374,DebtCon,,1.660377789,0,0,129.0154994,0,25,34.47945476
11291.09045,6001.284738,10745.99697,DebtCon,Other,1.566452883,,1,170.4071064,7,29,37.80266959
9627.082216,17213.40733,33116.35822,HomeImp,Other,4.998643273,0,0,87.2,2,12,
12600,40299.2124,9857.975643,DebtCon,Other,3.593947635,1,0,58.7,7,23,
12600,62493,59612.1612,,Other,13,0,0,266.3331014,0,26,27.0078722
11602.9125,17018.58976,60479.60493,HomeImp,Other,25.20001855,1,2,198.8467209,0,23,36.83774105
538.6378786,58247,72189,HomeImp,Other,30,0,3,198.243176,0,23,35.79425984
10589.76238,79783.12738,113317.1771,HomeImp,ProfExe,1.967614529,0,0,138.1647046,4,22,34.5987274
2728.657246,85335,97094,DebtCon,Other,1.834371325,0,0,116.086609,1,32,40.84524619
12600,930.9310228,102949.3295,HomeImp,Other,17.06784124,0,0,128.6602454,4,24,28.72301763
